# u v d x y z 
288.872280 308.693576 44.501541 6.313649 0.959344 6.688261
295.670357 294.183898 44.503242 6.315351 0.527224 7.610562
309.721508 287.236819 44.465595 6.277701 -0.366644 8.054770
322.997475 281.416926 44.428097 6.240202 -1.209803 8.426682
344.911613 263.449745 44.393139 6.205245 -2.599422 9.568206
357.998962 259.244628 44.389210 6.201316 -3.429193 9.834997
373.430901 250.266066 44.154190 5.966296 -4.389841 10.407804
372.416992 250.730710 44.805664 6.617771 -4.374671 10.368508
365.367355 233.292904 44.462490 6.274598 -3.901193 11.481381
337.897682 268.235207 44.872692 6.684799 -2.166868 9.245375
335.904732 264.039330 45.928230 7.740338 -2.063096 9.478098
303.382664 282.376585 46.459858 8.271965 0.083355 8.242775
292.616482 321.714606 46.788475 8.600581 0.810774 5.593501
294.711952 326.954813 46.659641 8.471746 0.666058 5.259246
295.776920 332.650180 46.529896 8.342004 0.590581 4.896784
295.994587 337.108412 46.477062 8.289169 0.574300 4.607770
296.998920 340.923085 46.415466 8.227571 0.505593 4.363372
292.720432 335.238619 46.928574 8.740682 0.809287 4.670485
290.944214 340.254250 47.016552 8.828660 0.932017 4.321633
289.728870 343.410358 47.056915 8.869021 1.015393 4.103685
288.090687 346.766438 47.108612 8.920717 1.127875 3.870192
289.490929 334.369683 47.018768 8.830875 1.029725 4.716581
288.082314 338.941398 47.102737 8.914844 1.128171 4.397631
286.308727 343.122740 47.140236 8.952341 1.249319 4.110746
284.833717 347.062297 47.209877 9.021984 1.352150 3.834792
287.091560 332.795391 47.045624 8.857730 1.192153 4.818764
285.487022 336.507711 47.123642 8.935748 1.303837 4.558511
283.609085 340.915003 47.159164 8.971271 1.432106 4.256693
282.193661 344.329376 47.213371 9.025477 1.530391 4.018587
284.626160 330.611758 47.014111 8.826216 1.356256 4.969601
282.816525 334.827905 47.088413 8.900518 1.481743 4.676367
281.489697 337.668357 47.100723 8.912828 1.571674 4.483575
280.261765 340.291057 47.157574 8.969682 1.657526 4.298957
337.778778 269.229469 43.924812 5.736919 -2.135172 9.221219
336.035538 266.793008 42.851234 4.663341 -2.001189 9.415198
301.806507 290.609093 42.668579 4.480684 0.089429 7.970477
281.374092 331.258779 42.123760 3.935868 1.304825 5.563699
271.098671 340.815854 42.018440 3.830549 1.915810 5.003753
268.566570 344.849582 41.990547 3.802654 2.065753 4.765801
266.760960 347.750802 41.979382 3.791489 2.173216 4.593486
264.679565 350.936165 41.932571 3.744677 2.294339 4.409876
273.308830 343.660784 42.009430 3.821535 1.782541 4.834316
270.978928 347.674398 41.955132 3.767237 1.918564 4.601797
268.369713 352.215886 41.943020 3.755127 2.074056 4.331542
266.125107 356.447954 41.925617 3.737724 2.207210 4.080857
275.814056 345.609498 42.042580 3.854687 1.634286 4.712367
273.525124 350.454426 41.992039 3.804145 1.768406 4.429351
270.741997 355.486450 41.977810 3.789918 1.934360 4.129834
268.603477 360.044396 41.947132 3.759238 2.060351 3.861763
279.358120 346.657062 42.132904 3.945010 1.426671 4.635686
276.436577 352.465611 42.086636 3.898743 1.599638 4.293505
274.576492 356.073647 42.072006 3.884112 1.710525 4.079001
272.378883 359.941664 42.044815 3.856923 1.840757 3.851182
283.361454 336.224213 42.332054 4.144163 1.196135 5.236262
284.091778 341.650786 42.529762 4.341869 1.162111 4.879384
283.889351 346.101823 42.626503 4.438611 1.179400 4.594289
284.112740 350.000353 42.739326 4.551432 1.171581 4.339158
280.714970 315.139389 45.413944 7.226052 1.529139 6.180538
341.213875 345.208483 45.324780 7.136887 -2.393149 4.243145
323.551254 410.910938 44.893009 6.705116 -1.247310 0.094352
344.700279 418.038976 45.097786 6.909894 -2.610884 -0.414873
358.607826 413.403282 45.448177 7.260284 -3.526209 -0.203015
281.194534 319.268732 43.562630 5.374735 1.395396 6.122283
345.549812 347.266903 44.121090 5.933197 -2.629967 4.294314
327.992439 412.571640 44.277271 6.089377 -1.525105 0.139645
349.754982 419.547150 44.155056 5.967164 -2.896462 -0.270231
364.990005 416.846516 43.859219 5.671326 -3.838453 -0.025140
