# u v d x y z 
281.611652 311.993222 44.578289 6.390394 1.425137 6.470596
289.749298 298.320937 44.532909 6.345016 0.904944 7.345073
304.343128 292.697968 44.480419 6.292526 -0.024666 7.706749
318.072319 288.122964 44.428417 6.240523 -0.897210 8.001036
341.617928 272.363949 44.388268 6.200374 -2.390390 9.003103
355.025063 269.289494 44.363697 6.175802 -3.239330 9.199088
370.842400 261.176662 44.106987 5.919094 -4.223136 9.721019
370.050735 261.457272 44.758728 6.570834 -4.219854 9.683360
363.773117 243.726525 44.423103 6.235209 -3.797469 10.818869
334.313240 276.532803 44.869888 6.681994 -1.937034 8.713614
333.037453 272.346082 45.931561 7.743668 -1.875031 8.932923
296.750011 260.316954 46.230976 8.043083 0.515970 9.713542
262.704124 278.602238 47.074581 8.886686 2.833555 8.459383
260.970879 284.067850 47.082455 8.894560 2.950779 8.091328
258.180199 289.192986 47.080502 8.892609 3.138310 7.746746
255.524483 292.554574 47.115364 8.927469 3.320138 7.518034
253.882599 295.998101 47.142433 8.954540 3.433206 7.284094
254.079285 286.919460 47.460812 9.272919 3.449943 7.874166
249.517002 288.703423 47.609455 9.421561 3.774238 7.742869
246.583462 289.845700 47.687119 9.499225 3.981903 7.659649
243.203659 290.805416 47.772564 9.584672 4.221525 7.588067
252.153854 283.914857 47.478447 9.290553 3.582198 8.076776
248.149109 285.655217 47.620972 9.433077 3.868455 7.949437
244.140549 287.161245 47.705898 9.518006 4.150360 7.841261
240.507526 288.514080 47.822132 9.634240 4.411156 7.741007
251.325626 281.272974 47.435726 9.247832 3.634183 8.258484
247.715149 282.360778 47.553253 9.365358 3.890985 8.177656
243.477745 283.970804 47.638752 9.450860 4.188191 8.062912
240.221367 285.098405 47.731255 9.543363 4.420348 7.980213
250.854435 278.488498 47.324856 9.136962 3.655161 8.453271
246.762791 279.811978 47.444714 9.256819 3.944326 8.356977
243.942261 280.839043 47.487736 9.299844 4.140171 8.284855
241.322384 281.542282 47.570904 9.383010 4.327250 8.232212
333.815155 277.335563 43.922523 5.734630 -1.886410 8.712686
331.979752 274.529457 42.855732 4.667837 -1.752987 8.941381
290.826817 268.571649 42.630070 4.442177 0.757092 9.315344
250.193005 288.121319 41.945671 3.757777 3.163444 8.171816
236.203880 289.215045 41.801102 3.613209 3.984399 8.116442
231.709003 290.815859 41.743275 3.555383 4.245522 8.025045
228.476162 292.013211 41.710056 3.522161 4.433963 7.956111
224.876671 293.132601 41.641479 3.453585 4.639123 7.894617
236.199913 292.764373 41.742496 3.554604 3.977621 7.908908
231.897564 294.368877 41.658474 3.470582 4.223603 7.819754
226.997280 296.399946 41.610104 3.422209 4.508803 7.702778
222.577400 298.383064 41.557941 3.370049 4.764274 7.589246
236.949921 295.948176 41.732758 3.544865 3.931740 7.719829
232.153721 298.263116 41.641941 3.454049 4.206285 7.589375
226.803551 300.581918 41.586807 3.398913 4.517217 7.456205
222.269497 302.844143 41.517380 3.329488 4.776892 7.328040
239.038200 299.263058 41.780857 3.592963 3.812804 7.518129
233.128796 301.997380 41.686745 3.498852 4.153840 7.363261
229.401913 303.727913 41.642010 3.454118 4.369994 7.264277
225.249138 305.417705 41.584625 3.396731 4.609269 7.169116
248.521996 294.080830 42.069233 3.881339 3.276192 7.805161
245.566082 299.633532 42.185238 3.997346 3.466174 7.461568
242.552509 303.464627 42.223595 4.035700 3.652030 7.227210
240.201702 307.176733 42.280720 4.092828 3.800341 6.997816
273.436184 316.934295 45.526325 7.338433 2.008841 6.051739
335.421944 343.426552 45.388760 7.200866 -2.019534 4.349071
321.137428 409.838648 44.968613 6.780721 -1.092628 0.144776
342.776299 415.534759 45.164234 6.976340 -2.489092 -0.270202
356.474304 409.988372 45.506367 7.318475 -3.390721 0.004570
272.438297 322.299213 43.674915 5.487022 1.947947 5.920487
339.395790 345.956140 43.917591 5.729697 -2.236439 4.407734
326.219635 412.142844 44.170471 5.982576 -1.412022 0.193031
348.397598 417.726116 44.063610 5.875718 -2.807130 -0.132146
363.398132 414.224932 43.762093 5.574199 -3.732692 0.163293
