# u v d x y z 
308.551025 299.464259 45.435349 7.247454 -0.276432 7.195676
313.814983 284.723582 45.403015 7.215123 -0.618389 8.154524
325.616837 274.829407 45.453018 7.265126 -1.384275 8.793787
336.898232 266.219859 45.495197 7.307305 -2.117827 9.351250
351.185112 242.581544 45.578213 7.390317 -3.050073 10.887272
360.939636 233.493662 45.624924 7.437032 -3.687940 11.479434
372.170715 220.251331 45.369461 7.181568 -4.400926 12.335340
371.902428 221.350021 46.019341 7.831446 -4.431723 12.281446
359.643707 207.350035 45.733265 7.545373 -3.609610 13.188488
346.168251 249.826183 46.021748 7.833855 -2.739999 10.409334
342.669830 247.874122 47.083481 8.895588 -2.544379 10.525730
328.360100 281.294661 47.633072 9.445177 -1.588439 8.245373
352.876205 313.969803 47.164257 8.976364 -3.234674 6.071459
356.747856 315.569329 46.876156 8.688262 -3.480412 5.994790
360.377388 318.265100 46.592670 8.404778 -3.707117 5.845961
363.257637 320.916595 46.421776 8.233881 -3.888266 5.689229
366.069489 322.545490 46.248833 8.060938 -4.063358 5.601600
363.505554 322.728739 46.900959 8.713065 -3.934489 5.512422
366.736336 327.455134 46.862671 8.674776 -4.148401 5.200531
368.609009 330.500565 46.827648 8.639753 -4.271338 5.001177
370.475578 334.026246 46.803265 8.615372 -4.394446 4.768596
361.747513 324.749908 47.053768 8.865873 -3.825812 5.358500
364.828110 328.898249 47.018429 8.830536 -4.030625 5.084137
367.089157 333.039608 46.961498 8.773603 -4.178669 4.813533
369.595337 336.845083 46.932678 8.744785 -4.344761 4.562220
359.488525 325.601993 47.160229 8.972335 -3.679971 5.288204
361.793747 329.329333 47.147484 8.959591 -3.834515 5.038713
364.130516 333.687830 47.084358 8.896464 -3.987926 4.753602
366.168289 337.077069 47.056721 8.868829 -4.123169 4.529463
356.339684 326.043577 47.236401 9.048506 -3.471782 5.249092
358.847427 330.243673 47.210064 9.022170 -3.639543 4.969061
360.201683 333.123322 47.162651 8.974758 -3.728155 4.781157
361.791191 335.842395 47.156574 8.968681 -3.834887 4.598790
346.664963 249.593425 45.073460 6.885566 -2.736532 10.437634
344.608116 246.515622 44.007637 5.819745 -2.566623 10.645736
318.057308 276.682720 43.559494 5.371602 -0.898668 8.772674
334.395409 316.785336 43.890053 5.702161 -1.922151 6.240914
334.516220 330.112467 43.888313 5.700421 -1.929690 5.405526
335.740547 334.445915 43.890465 5.702573 -2.006502 5.133539
336.642799 337.533088 43.900837 5.712943 -2.063318 4.938526
337.519493 341.045780 43.878120 5.690227 -2.117732 4.721505
337.944183 330.392904 43.870361 5.682468 -2.144155 5.390262
339.242859 334.619951 43.844345 5.656452 -2.224830 5.128861
340.798569 339.293404 43.864319 5.676425 -2.322865 4.833307
342.356529 343.524256 43.875336 5.687442 -2.420843 4.566559
340.983162 329.833016 43.890129 5.702235 -2.335205 5.422814
342.904816 334.550257 43.869907 5.682015 -2.455032 5.129773
344.693718 339.656739 43.890446 5.702551 -2.567870 4.806819
346.529999 344.042501 43.888199 5.700305 -2.682920 4.532164
344.127731 327.888980 43.956997 5.769105 -2.534677 5.536310
346.337471 333.646517 43.948620 5.760728 -2.673123 5.175881
347.699356 337.225070 43.957924 5.770029 -2.758996 4.949914
349.010925 341.216512 43.957825 5.769932 -2.841353 4.699278
339.517555 318.188839 44.097786 5.909893 -2.249102 6.129711
344.147911 320.778394 44.305779 6.117887 -2.547976 5.942575
347.337379 323.569307 44.416893 6.229001 -2.754189 5.752663
350.425835 325.689125 44.539406 6.351513 -2.955485 5.603157
300.865326 306.201539 46.364979 8.177085 0.247840 6.670456
357.117805 340.705290 46.402012 8.214120 -3.480046 4.379749
337.709541 404.218612 45.927059 7.739165 -2.181483 0.280963
357.202377 413.477025 46.156109 7.968217 -3.472583 -0.383246
370.772438 410.562394 46.536633 8.348740 -4.394957 -0.283781
302.431812 310.755157 44.517567 6.329675 0.097718 6.555578
362.671852 342.296190 45.183456 6.995564 -3.773932 4.452368
343.370705 406.618288 45.018223 6.830328 -2.522569 0.339848
363.712845 416.102786 44.970650 6.782758 -3.827838 -0.258149
379.356918 415.127378 44.751003 6.563111 -4.814247 -0.140534
