# u v d x y z 
306.948071 256.109819 44.359543 6.171648 -0.192447 10.034469
307.519016 240.047750 44.363655 6.175763 -0.228555 11.052334
306.394119 224.324713 44.356018 6.168126 -0.157411 12.048636
306.017609 209.767828 44.345089 6.157197 -0.133771 12.970572
300.664787 181.886187 44.346718 6.158824 0.205375 14.737013
301.649189 168.162289 44.346107 6.158216 0.142995 15.606393
316.970863 159.502745 44.031837 5.843944 -0.829017 16.118849
317.271366 160.708694 44.684467 6.496572 -0.845376 16.116917
310.291634 142.432508 44.300228 6.112334 -0.405153 17.230021
302.129631 190.980034 44.815311 6.627419 0.124536 14.193709
298.796787 192.113800 45.873074 7.685182 0.369951 14.193485
299.906445 194.619570 48.406036 10.218144 0.369941 14.193483
300.992851 197.073212 51.172947 12.985052 0.369945 14.193489
304.678230 199.393015 51.407673 13.219779 0.105665 14.037518
307.592125 202.041035 51.687054 13.499162 -0.103377 13.858198
309.232998 203.645267 51.935398 13.747506 -0.220717 13.752644
311.330070 205.014439 52.125900 13.938007 -0.373946 13.660580
305.030994 198.564692 52.062969 13.875075 0.093772 14.137139
304.921436 199.101992 52.442333 14.254440 0.110092 14.119343
304.802628 199.637632 52.677235 14.489343 0.124093 14.092757
304.375057 200.180454 52.937473 14.749578 0.162077 14.066711
301.881943 198.035288 52.104656 13.916761 0.329063 14.179013
301.964931 198.438721 52.448708 14.260814 0.331750 14.169410
301.719418 199.378939 52.756802 14.568909 0.358192 14.116841
301.582298 199.813299 53.058472 14.870577 0.376464 14.101424
299.328461 197.902479 52.061687 13.873794 0.517864 14.186316
299.002609 198.222456 52.353516 14.165621 0.550852 14.179934
298.760452 199.265900 52.676811 14.488918 0.578773 14.120708
298.552055 199.747124 52.938122 14.750228 0.602462 14.099520
296.642265 198.337154 51.958511 13.770618 0.714204 14.147844
296.324577 198.864069 52.283566 14.095671 0.748777 14.127835
296.103344 199.686985 52.489456 14.301564 0.772331 14.078230
295.802059 199.909372 52.698681 14.510789 0.802156 14.073536
301.716976 190.258884 43.866833 5.678940 0.126182 14.172481
297.281666 189.086580 42.794918 4.607025 0.369341 14.167982
295.843391 185.863695 40.247120 2.059228 0.369348 14.167974
294.071293 181.892223 37.496376 -0.691516 0.369346 14.167975
288.129387 182.599783 36.716896 -1.470998 0.652142 14.066157
287.444611 182.674885 36.436478 -1.751417 0.675020 14.039253
287.004967 182.893410 36.235443 -1.952450 0.688427 14.011477
286.247768 182.505255 36.012367 -2.175527 0.716868 14.013248
291.684761 181.660767 36.623978 -1.563915 0.461895 14.107666
291.085205 181.170387 36.349922 -1.837971 0.481944 14.110291
290.670090 181.537771 36.041256 -2.146639 0.490567 14.065434
290.436440 181.710892 35.758724 -2.429169 0.490664 14.032993
295.311661 181.457405 36.586758 -1.601135 0.270823 14.115193
295.213585 180.990686 36.269588 -1.918307 0.264718 14.112850
294.894867 181.350002 35.930145 -2.257748 0.269058 14.065792
294.899235 181.220999 35.633121 -2.554772 0.258184 14.047473
299.815483 182.048979 36.625237 -1.562658 0.036532 14.087460
299.635983 181.822357 36.239574 -1.948320 0.034704 14.067264
299.549999 181.960945 35.999199 -2.188695 0.032133 14.040158
299.190025 181.952534 35.736462 -2.451433 0.042836 14.018804
299.491825 184.936180 37.290386 -0.897509 0.072954 13.988718
303.960381 188.177176 37.023952 -1.163943 -0.171201 13.796340
306.562977 189.898739 36.781204 -1.406691 -0.313515 13.687909
309.427109 191.825752 36.578640 -1.609255 -0.467070 13.572715
303.359699 266.524959 45.291821 7.103929 0.057113 9.339127
303.359699 334.153776 45.291821 7.103929 0.057112 4.963367
303.359699 401.009266 45.291821 7.103929 0.057112 0.637642
323.356743 412.020414 45.217709 7.029815 -1.236392 -0.056595
338.593941 410.224457 45.367603 7.179711 -2.224648 0.022966
302.552433 267.520165 43.434795 5.246902 0.063058 9.347742
302.552395 339.312444 43.434795 5.246903 0.063060 4.893053
302.552414 408.641768 43.434795 5.246903 0.063059 0.591188
323.141479 418.892562 43.500534 5.312641 -1.214782 -0.061670
339.303665 418.722796 43.318077 5.130186 -2.214126 -0.004537
