# u v d x y z 
280.331001 301.917658 44.526302 6.338411 1.503747 7.116839
288.243771 288.069906 44.486809 6.298914 0.998632 8.000394
302.377090 281.315689 44.439915 6.252022 0.099243 8.432409
315.724449 275.675640 44.392982 6.205090 -0.748409 8.792863
337.959290 258.069749 44.367039 6.179144 -2.157844 9.910072
351.073570 253.915515 44.357464 6.169569 -2.988623 10.173565
366.420364 245.093708 44.070698 5.882805 -3.942097 10.734670
365.959282 245.475540 44.722740 6.534845 -3.955879 10.705530
358.741684 227.989397 44.383621 6.195727 -3.475982 11.816895
331.007347 262.956648 44.844345 6.656452 -1.724725 9.584681
329.406929 259.197936 45.905708 7.717814 -1.636459 9.796368
294.359989 245.743117 46.429096 8.241203 0.681074 10.674435
260.313702 261.175532 47.450577 9.262684 3.026370 9.619945
258.135452 266.424751 47.463493 9.275601 3.175166 9.263630
254.943390 271.234760 47.472366 9.284474 3.392429 8.937092
252.084522 274.331775 47.518780 9.330885 3.590814 8.724783
250.200996 277.597332 47.551998 9.364104 3.721987 8.501320
251.563015 268.812132 47.877239 9.689344 3.661262 9.084724
247.111397 270.234733 48.049278 9.861386 3.983649 8.979993
244.231548 271.134667 48.141991 9.954098 4.191361 8.914096
240.943108 271.817064 48.245087 10.057193 4.429166 8.862478
249.972343 265.679255 47.907391 9.719498 3.773075 9.297894
246.063557 267.107277 48.070408 9.882514 4.057806 9.193849
242.111797 268.272958 48.175880 9.987988 4.340917 9.109539
238.576336 269.336414 48.311001 10.123109 4.599954 9.030686
249.354324 262.974086 47.870880 9.682985 3.811686 9.484232
245.862541 263.782010 48.007191 9.819298 4.064916 9.424350
241.679764 265.031233 48.114357 9.926465 4.363767 9.334844
238.506603 265.895848 48.223782 10.035888 4.594614 9.271366
249.022350 260.125923 47.764153 9.576260 3.823566 9.682077
245.043755 261.125536 47.905144 9.717251 4.110141 9.609614
242.248955 261.906867 47.962524 9.774632 4.307779 9.554348
239.724216 262.406931 48.059456 9.871561 4.491885 9.516982
330.570831 263.502131 43.896576 5.708683 -1.682449 9.581556
328.513985 260.501246 42.828945 4.641052 -1.540480 9.801007
288.133869 251.703329 42.397167 4.209275 0.910490 10.346520
248.521214 273.398051 41.675083 3.487191 3.235992 9.066979
234.582634 275.064669 41.468891 3.280997 4.040675 8.978085
230.153065 276.861048 41.395878 3.207986 4.293716 8.875509
226.955776 278.195500 41.351833 3.163941 4.476942 8.798997
223.428535 279.485106 41.270832 3.082940 4.674135 8.727384
234.775906 278.655539 41.423378 3.235484 4.023685 8.767870
230.578308 280.464063 41.325378 3.137486 4.259563 8.666513
225.738068 282.703643 41.261360 3.073469 4.536693 8.538202
221.385975 284.881525 41.195751 3.007857 4.783983 8.414034
235.656261 281.824164 41.428524 3.240631 3.972208 8.580055
230.992870 284.366584 41.323921 3.136029 4.234904 8.436215
225.716839 286.915412 41.252075 3.064183 4.536693 8.290563
221.283131 289.387522 41.169811 2.981919 4.786378 8.150681
237.819195 285.041356 41.497807 3.309912 3.852332 8.385192
232.048988 288.045945 41.386055 3.198160 4.180363 8.214743
228.388367 289.940357 41.330112 3.142220 4.389470 8.106730
224.308910 291.817932 41.259510 3.071615 4.620681 8.001100
246.864910 279.356518 41.810684 3.622791 3.348768 8.704613
243.908062 284.955640 41.931232 3.743339 3.538483 8.362438
240.937462 288.876286 41.968388 3.780494 3.720624 8.124990
238.609238 292.643495 42.026932 3.839038 3.867019 7.894725
272.406273 307.392426 45.474216 7.286322 2.072280 6.677335
331.570854 339.911742 45.316517 7.128625 -1.768631 4.587286
315.651398 405.835197 44.980915 6.793021 -0.740124 0.399048
336.838417 413.116808 45.161301 6.973406 -2.105909 -0.113468
350.918465 408.612528 45.491535 7.303642 -3.028886 0.097585
271.143341 312.002435 43.620956 5.433063 2.024976 6.568481
335.514030 342.225380 43.849033 5.661141 -1.991381 4.651813
320.578651 408.299832 44.073780 5.885887 -1.055991 0.458776
342.364120 415.409825 43.992588 5.804693 -2.425066 0.031457
357.716904 412.986116 43.703293 5.515401 -3.374349 0.255270
