# u v d x y z 
322.416878 250.930438 52.426643 7.097247 -0.668475 10.236722
322.988777 237.866449 52.143803 7.138871 -0.951316 11.214290
323.414192 226.924410 51.551815 7.167675 -1.543305 12.018316
323.755035 216.931658 50.971867 7.189665 -2.123255 12.735126
324.449310 193.168373 50.355415 7.236301 -2.739706 14.424253
325.059319 182.659149 49.859043 7.276597 -3.236078 15.139587
320.733490 170.127039 49.124531 6.967711 -3.970591 15.958896
330.027580 170.315781 49.090866 7.619467 -4.004253 15.942299
325.171700 158.645468 49.889637 7.284827 -3.205482 16.853569
330.732918 200.589266 50.558506 7.691436 -2.536615 13.901855
345.367737 199.471149 50.754166 8.755546 -2.340954 13.993941
350.157814 226.457033 52.346043 9.171439 -0.749078 12.068102
359.192429 261.812367 51.754360 9.813919 -1.340759 9.442666
357.912598 265.122900 51.467731 9.703771 -1.627387 9.208189
356.610222 269.228225 51.228985 9.595527 -1.866135 8.916313
356.237030 272.743478 51.078159 9.560409 -2.016962 8.666107
355.710335 275.426359 50.901848 9.512980 -2.193274 8.479263
362.207260 272.958040 51.322025 10.010751 -1.773096 8.638968
363.770676 277.900658 51.268017 10.122000 -1.827103 8.279514
364.546471 281.044607 51.239964 10.177033 -1.855154 8.050896
365.480461 284.540176 51.230492 10.244787 -1.864629 7.795623
363.258972 273.596778 51.539673 10.101311 -1.555447 8.581692
364.738770 278.014998 51.478195 10.206336 -1.616923 8.259726
365.538063 282.215137 51.451096 10.263353 -1.644022 7.952480
366.771431 286.154079 51.413452 10.351493 -1.681669 7.665444
363.409691 273.263340 51.731449 10.124301 -1.363670 8.597130
364.723473 277.025385 51.709118 10.219965 -1.386002 8.320288
365.507126 281.431932 51.681267 10.276044 -1.413854 7.996424
366.481361 284.873114 51.657131 10.346370 -1.437989 7.743907
362.714539 272.399154 51.946640 10.086060 -1.148481 8.651034
364.005775 276.629691 51.920959 10.180266 -1.174161 8.338432
364.360008 279.486308 51.910069 10.205852 -1.185052 8.127163
365.305519 282.183309 51.900101 10.275321 -1.195021 7.927762
317.604866 200.432253 50.584263 6.743155 -2.510859 13.914652
302.951202 198.473082 50.810360 5.678727 -2.284761 14.069640
297.233887 224.731035 52.476383 5.209544 -0.618737 12.200015
290.861454 260.302148 51.893330 4.756098 -1.201790 9.550293
288.535671 271.056604 52.035561 4.577286 -1.059560 8.746719
287.681465 274.765592 52.008671 4.515029 -1.086448 8.472342
287.180653 277.459230 51.987221 4.478826 -1.107898 8.273357
286.191177 280.328794 51.973789 4.405988 -1.121329 8.061015
287.870026 271.797466 51.828518 4.537308 -1.266603 8.701051
286.664391 275.310473 51.797401 4.449523 -1.297719 8.442514
285.935154 279.459057 51.752953 4.397726 -1.342165 8.138041
285.165977 283.216681 51.703873 4.343301 -1.391247 7.863260
287.870140 271.976037 51.633961 4.546246 -1.461159 8.696717
286.576653 276.042252 51.569744 4.453901 -1.525378 8.400088
285.748425 280.609632 51.515629 4.395533 -1.579491 8.066744
284.746323 284.499264 51.451878 4.324995 -1.643242 7.784544
288.701134 271.274872 51.414196 4.617369 -1.680923 8.758256
287.339077 276.322703 51.343132 4.520643 -1.751987 8.391186
286.677742 279.536748 51.298733 4.474249 -1.796386 8.157952
285.829048 283.036551 51.262691 4.413814 -1.832428 7.903688
292.711334 263.229904 51.581234 4.905402 -1.513887 9.343606
294.423256 267.105961 51.310299 5.041448 -1.784820 9.068480
295.013599 270.497475 51.135929 5.090945 -1.959190 8.827477
295.882244 273.404818 50.958565 5.160512 -2.136553 8.623556
334.234123 259.223456 52.888390 7.991693 -0.206730 9.602934
334.327126 315.821571 51.401299 7.968282 -1.693820 5.487748
330.675316 369.487331 52.570946 7.717965 -0.524175 1.330687
332.578735 386.836281 51.604233 7.843544 -1.490888 0.230540
337.487984 393.155708 50.699497 8.182852 -2.395621 -0.037379
309.679470 258.572488 52.791245 6.137902 -0.303874 9.654696
312.301941 315.929317 51.190029 6.353287 -1.905092 5.502754
310.663300 369.302323 52.398655 6.217334 -0.696463 1.376405
310.861874 385.932713 51.406071 6.245157 -1.689049 0.338464
308.026485 392.425368 50.443214 6.053403 -2.651906 0.071323
