# u v d x y z 
312.509785 295.544229 54.586987 6.332137 1.491866 6.723942
312.163906 284.724169 54.069233 6.310961 0.974114 7.600785
311.465988 280.368061 53.150410 6.268255 0.055291 7.990246
310.744495 276.745205 52.286644 6.224894 -0.808475 8.310669
310.338860 263.477011 50.819317 6.214846 -2.275803 9.350950
310.087204 260.816360 49.975494 6.208525 -3.119627 9.569204
306.168499 253.435249 49.005642 5.947918 -4.089479 10.114783
315.476990 253.991175 49.004749 6.599594 -4.090369 10.075882
310.828495 237.929277 49.455620 6.268260 -3.639499 11.201657
316.876202 267.460184 51.270733 6.687436 -1.824387 9.044068
331.377106 264.628844 51.350849 7.750840 -1.744270 9.248628
335.665665 251.387072 53.676777 8.117496 0.581656 10.182185
346.347122 263.992524 56.070427 9.026655 2.975306 9.133543
346.434517 268.372693 56.218002 9.039228 3.122881 8.776708
346.385612 272.327142 56.433865 9.043437 3.338746 8.449151
346.789932 274.839077 56.633450 9.083673 3.538330 8.236706
347.109108 277.514076 56.765156 9.114596 3.670036 8.013227
351.020279 270.253286 56.724842 9.429977 3.629721 8.603769
352.762527 271.341076 57.055534 9.586641 3.960413 8.500814
353.653297 272.021227 57.267624 9.669441 4.172506 8.435675
354.621773 272.504611 57.510395 9.760680 4.415275 8.384855
351.197929 267.568045 56.839134 9.449467 3.744013 8.816868
352.871895 268.679538 57.131741 9.599132 4.036620 8.714628
353.827133 269.556355 57.419724 9.691013 4.324602 8.630905
355.159836 270.360632 57.685287 9.813669 4.590169 8.553413
350.653725 265.269513 56.876606 9.406919 3.781487 9.002153
352.030334 265.870857 57.136532 9.530668 4.041410 8.943686
352.992325 266.818342 57.440296 9.623505 4.345176 8.854712
354.048920 267.467122 57.676399 9.721690 4.581281 8.792210
349.278374 262.861133 56.883659 9.295466 3.788538 9.197609
350.681686 263.614798 57.177071 9.422363 4.081950 9.126467
351.158333 264.205871 57.377251 9.470205 4.282129 9.071264
352.122116 264.568906 57.566135 9.557871 4.471014 9.034878
303.947525 267.310138 51.310154 5.739585 -1.784967 9.053520
289.486713 263.999305 51.436825 4.674082 -1.658294 9.291862
286.772213 255.238538 53.895065 4.357930 0.799944 9.882099
279.011326 268.621688 56.292702 3.620002 3.197583 8.753656
277.382412 268.724799 57.107307 3.439413 4.012187 8.711936
276.692562 269.650555 57.366478 3.367099 4.271359 8.625434
276.300697 270.353680 57.553890 3.323285 4.458771 8.559685
275.490532 270.934525 57.756474 3.243792 4.661354 8.502975
276.557732 271.241927 57.099674 3.372607 4.004554 8.506926
275.548573 272.126799 57.342609 3.274862 4.247489 8.423595
274.978752 273.331747 57.626427 3.209930 4.531307 8.311375
274.361877 274.502578 57.880360 3.142591 4.785238 8.202471
276.331711 273.584547 57.054871 3.356965 3.959753 8.317985
275.226860 274.940214 57.326374 3.249547 4.231256 8.193937
274.575520 276.305838 57.635746 3.176130 4.540625 8.066053
273.745556 277.628875 57.893265 3.090777 4.798147 7.943276
276.791553 276.167922 56.939590 3.401562 3.844472 8.113379
275.647583 277.759352 57.277576 3.287094 4.182456 7.965696
275.110836 278.775415 57.492424 3.229397 4.397304 7.870655
274.432983 279.713159 57.729816 3.158270 4.634696 7.780169
280.383492 273.155851 56.413307 3.723523 3.318187 8.383314
281.680622 277.321973 56.610584 3.817261 3.515465 8.037046
282.065811 280.081387 56.799664 3.838165 3.704545 7.803061
282.676201 282.802920 56.951977 3.879571 3.856859 7.572915
324.428902 300.553851 55.177670 7.265344 2.082550 6.282187
322.957916 330.222201 51.203705 7.132600 -1.891414 4.455772
317.134361 384.981036 52.144192 6.702769 -0.950926 0.255475
319.766903 395.235536 50.761097 6.899332 -2.334024 -0.201677
324.638176 394.615710 49.853001 7.246559 -3.242120 0.043849
300.890884 301.776910 55.100037 5.412074 2.004918 6.192631
302.716923 329.296532 50.963444 5.657941 -2.131675 4.554132
305.602417 384.748321 51.813126 5.850544 -1.281992 0.341269
304.029331 393.842890 50.427322 5.765723 -2.667797 -0.027334
299.704590 392.981179 49.487877 5.481411 -3.607241 0.240055
