# u v d x y z 
320.077362 253.623791 51.518681 6.921929 -1.576438 10.052673
320.524139 239.818754 51.455292 6.954763 -1.639830 11.068682
320.567856 226.841068 51.140743 6.957722 -1.954378 12.016727
320.536575 214.890347 50.810802 6.955184 -2.284317 12.877991
320.927429 190.050802 50.693779 6.983400 -2.401341 14.672663
321.185265 178.415051 50.387093 7.001552 -2.708028 15.488338
317.169266 166.438322 49.601788 6.715650 -3.493333 16.267918
326.377220 166.703367 49.586220 7.367980 -3.508898 16.247505
321.397781 154.511805 50.325848 7.016728 -2.769274 17.201452
327.287064 197.737427 50.733948 7.444379 -2.361173 14.118426
341.927567 197.307472 50.929543 8.511608 -2.165577 14.161517
364.836617 215.903606 52.211777 10.260519 -0.883345 12.852667
370.302505 246.867557 50.694843 10.559202 -2.400278 10.558002
367.291107 249.582138 50.456024 10.324981 -2.639096 10.364678
364.701462 253.203278 50.237686 10.124374 -2.857433 10.107784
363.541336 256.287746 50.063030 10.030251 -3.032091 9.890482
361.950645 258.515325 49.892990 9.906298 -3.202131 9.735666
370.714912 255.867448 50.011967 10.539597 -3.083154 9.921699
372.186279 260.238018 49.805477 10.629324 -3.289642 9.615410
372.983856 263.099113 49.687473 10.677140 -3.407648 9.415735
374.112358 266.341710 49.569813 10.748149 -3.525309 9.189997
373.438530 256.892695 50.121132 10.742519 -2.973989 9.845815
374.734421 260.753331 49.922886 10.819806 -3.172235 9.575265
375.683670 264.669785 49.781696 10.876273 -3.313424 9.300925
376.910210 268.216939 49.621548 10.950481 -3.473572 9.055119
375.051918 257.083726 50.266499 10.869473 -2.828622 9.828588
376.448174 260.449233 50.117565 10.957726 -2.977556 9.591265
377.406654 264.574857 49.971432 11.014368 -3.123689 9.301015
378.462410 267.724013 49.841518 11.078886 -3.253602 9.081349
376.033630 257.004089 50.474068 10.956585 -2.621052 9.829266
377.438965 260.830264 50.312820 11.044688 -2.782301 9.558174
377.982330 263.558950 50.229103 11.076807 -2.866017 9.364866
379.043999 266.009059 50.126411 11.144327 -2.968709 9.192872
314.216652 197.824688 50.778336 6.496708 -2.316784 14.114776
299.707279 197.021198 51.056919 5.436115 -2.038202 14.190166
290.060749 216.028662 53.089760 4.645567 -0.005362 12.873405
291.068859 250.140409 52.124336 4.761926 -0.970783 10.300270
289.930725 261.296582 52.133881 4.676767 -0.961239 9.469254
289.498405 264.982181 52.062607 4.647675 -1.032514 9.197306
289.303169 267.644377 52.009296 4.635492 -1.085825 9.001410
288.639717 270.559115 51.960583 4.588379 -1.134538 8.786974
289.388409 261.607533 51.921021 4.645685 -1.174099 9.452666
288.585529 265.130353 51.847164 4.589448 -1.247955 9.194019
288.327751 269.199286 51.754238 4.574560 -1.340883 8.896521
287.987289 272.882380 51.661255 4.553640 -1.433866 8.628580
289.442692 261.315136 51.728569 4.658112 -1.366550 9.480214
288.619785 265.312028 51.615963 4.602349 -1.479158 9.188924
288.311749 269.781890 51.508781 4.584487 -1.586339 8.863890
287.756653 273.586636 51.399616 4.548670 -1.695503 8.589159
290.228786 259.997549 51.523575 4.724921 -1.571547 9.583437
289.448872 264.948921 51.393120 4.673209 -1.702002 9.223640
289.155922 268.085632 51.311485 4.655299 -1.783636 8.996623
288.706341 271.551290 51.234360 4.625791 -1.860762 8.746059
293.280258 252.049026 51.789181 4.939387 -1.305941 10.163918
295.456333 254.996238 51.483582 5.111098 -1.611538 9.952415
296.452351 257.830539 51.275681 5.191346 -1.819440 9.749254
297.671928 260.150185 51.071262 5.287202 -2.023856 9.585222
332.375793 263.196902 51.796631 7.831985 -1.298490 9.338900
334.269867 319.653268 49.954910 7.934592 -3.140209 5.370970
332.257957 370.207794 51.738071 7.822240 -1.357047 1.431501
333.537827 389.422059 50.983894 7.902250 -2.111225 0.172333
337.767105 397.982061 50.124165 8.188464 -2.970953 -0.257097
307.289238 262.391825 51.782791 5.975951 -1.312329 9.398914
310.268154 319.522290 49.851006 6.223175 -3.244114 5.392122
310.651875 370.622821 51.543674 6.227897 -1.551444 1.437101
311.757469 389.351313 50.787491 6.318210 -2.307627 0.219390
309.403343 398.564336 49.897263 6.160887 -3.197858 -0.247394
