# u v d x y z 
312.607708 299.816709 54.364994 6.342118 1.269872 6.409738
312.330818 288.793688 53.870964 6.326026 0.775844 7.300269
311.616650 284.725857 52.945076 6.282154 -0.150045 7.672482
310.881481 281.383581 52.075512 6.237875 -1.019610 7.976686
310.375538 268.482871 50.594086 6.220605 -2.501035 8.996695
310.017147 266.229715 49.744602 6.206816 -3.350519 9.191378
306.446819 259.138398 48.760063 5.972158 -4.335058 9.722231
315.795326 259.786019 48.773525 6.623268 -4.321595 9.676739
311.152859 243.439236 49.197502 6.294438 -3.897618 10.813642
316.971416 272.332077 51.048370 6.695372 -2.046751 8.697502
331.530571 269.424233 51.122753 7.758342 -1.972365 8.906433
335.526199 263.863864 53.611183 8.105348 0.516064 9.227688
342.823372 284.544311 55.689198 8.731971 2.594078 7.511592
342.313652 289.280548 55.743130 8.693139 2.648010 7.130999
341.668854 293.780265 55.870277 8.645727 2.775159 6.762904
341.652870 296.872058 56.011322 8.648816 2.916203 6.504674
341.579094 299.931393 56.083683 8.645144 2.988561 6.253683
346.343002 293.131528 56.199947 9.031199 3.104828 6.789661
347.744675 295.333672 56.498093 9.155550 3.402972 6.589292
348.420944 296.694932 56.689102 9.217890 3.593984 6.463952
349.178581 297.949677 56.913593 9.288605 3.818474 6.343752
346.745796 290.813298 56.364326 9.069819 3.269206 6.963849
348.101273 292.920671 56.625614 9.189451 3.530496 6.774409
348.770866 294.684091 56.885658 9.254305 3.790538 6.611444
349.842644 296.359320 57.126308 9.351665 4.031187 6.455931
346.435318 288.577223 56.445892 9.047899 3.350774 7.138238
347.571297 290.050964 56.685863 9.148952 3.590743 7.002242
348.228645 291.923947 56.959892 9.213235 3.864773 6.830242
349.059715 293.328581 57.175179 9.289799 4.080060 6.699543
345.329094 286.046090 56.498886 8.960614 3.403767 7.338856
346.451530 287.760973 56.768177 9.061385 3.673058 7.182069
346.730728 288.940344 56.949295 9.090942 3.854177 7.073762
347.529831 289.925237 57.125153 9.162871 4.030032 6.981092
303.988323 272.208881 51.090256 5.747606 -2.004864 8.704559
289.459705 268.893571 51.216572 4.681707 -1.878548 8.941317
288.452530 268.750706 53.755680 4.493584 0.660561 8.847483
281.243038 284.832559 56.035423 3.813717 2.940302 7.466486
280.282536 286.061954 56.847672 3.690742 3.752551 7.314623
279.912987 287.360973 57.098499 3.646365 4.003380 7.192159
279.754810 288.318357 57.279118 3.623079 4.183997 7.101598
279.177265 289.224358 57.477497 3.564251 4.382378 7.013513
279.768925 288.673739 56.820026 3.650620 3.724908 7.104440
279.064960 289.957352 57.056301 3.579660 3.961183 6.983386
278.865719 291.544733 57.328331 3.547435 4.233210 6.833969
278.590755 293.069730 57.571186 3.510550 4.476065 6.690663
279.798527 290.992799 56.754902 3.656763 3.659781 6.920943
279.079685 292.791781 57.015373 3.583253 3.920253 6.755440
278.838844 294.579649 57.311382 3.546231 4.216264 6.586738
278.373623 296.289954 57.557083 3.493531 4.461963 6.426951
280.483532 293.385186 56.615208 3.720188 3.520089 6.737626
279.807014 295.500584 56.939312 3.646863 3.844194 6.540838
279.564877 296.822734 57.144497 3.615315 4.049377 6.416636
279.188824 298.108149 57.373203 3.571281 4.278083 6.292716
283.261127 289.311018 56.108276 3.971442 3.013155 7.102851
285.222759 293.524575 56.260410 4.121118 3.165291 6.753481
286.098003 296.446152 56.420570 4.183706 3.325449 6.505753
287.163582 299.260683 56.543705 4.263817 3.448586 6.268475
324.491310 304.994302 54.954422 7.268831 1.859302 5.952896
323.180199 332.480206 50.892025 7.147446 -2.203094 4.331780
316.535397 387.738876 51.781307 6.659947 -1.313812 0.126628
319.032001 397.322252 50.377384 6.846571 -2.717736 -0.266760
323.881340 396.136844 49.479820 7.190589 -3.615300 0.018756
300.863743 306.249661 54.852619 5.416701 1.757500 5.863977
303.781471 331.908360 50.654984 5.742593 -2.440137 4.404478
307.022362 387.884037 51.458973 5.962213 -1.636147 0.183987
303.976479 396.437917 50.071552 5.770060 -3.023567 -0.134768
298.786106 394.971471 49.164257 5.426285 -3.930861 0.170992
