# u v d x y z 
312.352715 237.475605 52.123814 6.346799 -0.971305 11.243332
312.938290 223.835249 52.034798 6.391300 -1.060321 12.256972
312.497272 210.703955 51.780460 6.361243 -1.314661 13.222449
312.031059 198.591442 51.505169 6.329890 -1.589951 14.102151
311.941338 174.162283 51.517704 6.323144 -1.577415 15.900800
312.465363 162.520494 51.244076 6.364655 -1.851043 16.727310
308.902664 151.239395 50.389523 6.117393 -2.705596 17.444794
317.960796 151.691122 50.396900 6.769422 -2.698219 17.413206
313.090458 138.878145 51.045288 6.412379 -2.049831 18.429350
318.340569 181.618652 51.541367 6.794050 -1.553754 15.354007
332.610321 181.236820 51.792728 7.849269 -1.302393 15.403224
353.713188 201.961412 50.528740 9.349785 -2.566379 13.801133
338.088837 203.340540 48.042393 8.157707 -5.052729 13.571370
332.884598 202.468300 47.911346 7.798119 -5.183774 13.624207
327.840996 202.323904 47.728798 7.450867 -5.366323 13.624266
324.548454 202.212181 47.540047 7.225140 -5.555072 13.621695
321.223793 201.666613 47.412540 6.999124 -5.682581 13.651764
330.889359 200.593328 47.271431 7.651601 -5.823688 13.716516
329.268303 200.577736 46.909397 7.537334 -6.185724 13.697179
328.150787 200.786104 46.687176 7.459859 -6.407944 13.670768
327.179489 201.192112 46.434948 7.392491 -6.660173 13.629705
333.650742 202.261648 47.167305 7.836048 -5.927816 13.598238
332.125397 202.069530 46.840672 7.727608 -6.254450 13.593486
330.597954 202.636127 46.550549 7.621007 -6.544571 13.540086
329.335861 202.701502 46.261620 7.533223 -6.833499 13.520343
335.953979 203.979378 47.161434 7.991111 -5.933687 13.482194
335.027618 204.094677 46.876659 7.922584 -6.218460 13.459818
333.408737 204.751282 46.572937 7.808355 -6.522183 13.400554
332.346077 204.985914 46.322224 7.733231 -6.772895 13.372401
338.168869 206.347475 47.219604 8.141844 -5.875517 13.325443
337.009659 206.620846 46.905327 8.056012 -6.189794 13.292016
335.943260 207.240915 46.712715 7.980169 -6.382405 13.241453
335.340881 207.398500 46.507084 7.935463 -6.588036 13.221360
305.459290 181.953306 51.537872 5.845667 -1.557248 15.329078
290.997086 181.739960 51.767654 4.771359 -1.327466 15.363909
279.194241 209.617023 50.592453 3.967001 -2.502667 13.251286
297.049274 205.845623 48.211437 5.335539 -4.883683 13.407690
300.135288 208.461885 47.438950 5.570004 -5.656170 13.192694
301.712589 208.378429 47.180244 5.683657 -5.914876 13.186665
302.977600 208.350477 46.997818 5.773355 -6.097302 13.180300
303.901882 208.219442 46.783142 5.840349 -6.311978 13.179350
301.450119 205.613279 47.394588 5.660286 -5.700531 13.383565
302.668915 205.252161 47.134842 5.749238 -5.960280 13.395121
304.734707 205.061245 46.858616 5.894363 -6.236505 13.394190
306.598263 204.716864 46.605682 6.023953 -6.489439 13.404494
302.896309 203.146734 47.410854 5.757805 -5.684266 13.551422
304.588985 202.398291 47.119724 5.878860 -5.975398 13.586476
306.884460 202.087612 46.816784 6.039052 -6.278336 13.590981
308.745079 201.441565 46.549778 6.167786 -6.545342 13.619482
304.679108 200.611954 47.518269 5.876203 -5.576853 13.729147
306.917114 199.893951 47.167255 6.034687 -5.927865 13.757776
308.513756 199.542818 46.952663 6.145792 -6.142458 13.769033
310.079708 199.253426 46.712219 6.254237 -6.382900 13.774448
302.237015 203.293104 48.149361 5.694411 -4.945761 13.580235
307.538872 201.333532 48.020393 6.061395 -5.074728 13.707900
311.051884 199.963503 47.863354 6.304397 -5.231768 13.792902
314.533920 198.593960 47.748352 6.543383 -5.346769 13.879745
324.480782 247.082076 52.407169 7.251699 -0.687951 10.525143
323.338127 305.620794 51.686554 7.162716 -1.408567 6.210055
320.356636 358.266964 53.013161 6.943244 -0.081959 2.098638
323.704643 377.158170 52.393654 7.193520 -0.701466 0.789333
330.242767 385.702808 51.659100 7.672137 -1.436018 0.302679
299.705086 245.969882 52.416718 5.396532 -0.678401 10.608328
297.420921 305.605345 51.768940 5.246385 -1.326181 6.203475
300.185394 358.746758 52.955742 5.417239 -0.139376 2.072042
296.810532 377.074599 52.305920 5.183454 -0.789199 0.812770
289.871979 385.869033 51.567848 4.696754 -1.527270 0.309427
