# u v d x y z 
324.634628 288.303781 52.835411 7.266053 -0.259708 7.409431
324.327545 275.872221 52.485668 7.240714 -0.609450 8.365677
325.007439 267.903171 51.710575 7.286147 -1.384545 8.994089
325.599747 260.795732 50.969006 7.323969 -2.126113 9.541162
326.613808 239.937658 50.007317 7.388720 -3.087802 11.059813
327.340202 231.643524 49.362606 7.433851 -3.732514 11.644640
323.767967 219.507837 48.624458 7.177972 -4.470661 12.478817
333.136101 220.242491 48.598202 7.828222 -4.496918 12.427044
328.758202 207.399330 49.392929 7.534226 -3.702192 13.355705
332.823486 246.466956 50.322056 7.838098 -2.773065 10.590458
347.507324 244.691691 50.505283 8.900899 -2.589838 10.716851
353.367538 275.199251 51.559319 9.373960 -1.535803 8.462717
348.396034 308.541827 50.101887 8.948655 -2.993231 6.149538
344.669495 310.254965 49.849224 8.673029 -3.245895 6.052279
340.934410 312.937531 49.622326 8.400255 -3.472795 5.884888
338.703575 315.626464 49.447430 8.237439 -3.647690 5.713168
336.433792 317.349501 49.272137 8.072990 -3.822984 5.610823
345.487518 318.224444 49.443081 8.716495 -3.652040 5.530134
345.153046 323.209748 49.256824 8.686176 -3.838294 5.200147
344.770927 326.374040 49.150932 8.655540 -3.944188 4.990553
344.532204 330.019011 49.048466 8.635189 -4.046653 4.747796
347.471886 320.054626 49.573330 8.861768 -3.521791 5.385968
347.183228 324.482532 49.392853 8.834316 -3.702267 5.094170
346.514359 328.714728 49.267338 8.782366 -3.827784 4.811447
346.268082 332.755194 49.123604 8.759638 -3.971515 4.546117
348.763542 320.607104 49.730434 8.959696 -3.364686 5.328750
348.737335 324.526305 49.598873 8.952434 -3.496248 5.066203
347.991943 328.959661 49.469013 8.894426 -3.626105 4.768578
347.733002 332.507215 49.353539 8.871551 -3.741581 4.533133
349.547310 320.544791 49.945076 9.024440 -3.150043 5.308479
349.344330 324.909124 49.802441 9.003976 -3.292679 5.014386
348.758698 327.779016 49.728973 8.959291 -3.366146 4.819416
348.776855 330.636277 49.639179 8.956891 -3.455941 4.628058
319.631367 246.149697 50.334068 6.889729 -2.761051 10.613160
304.867382 243.288560 50.510235 5.824304 -2.584886 10.818065
299.871883 268.393965 52.181316 5.415791 -0.913803 8.938739
303.149624 303.950286 51.217674 5.683325 -1.877446 6.376238
302.970486 315.343966 51.231968 5.669870 -1.863150 5.541045
302.924252 319.194145 51.162292 5.668185 -1.932828 5.267139
303.011303 321.966248 51.110592 5.675803 -1.984528 5.070582
302.641773 325.033393 51.061867 5.650030 -2.033254 4.852553
302.648926 315.942793 51.017975 5.651639 -2.077144 5.520434
302.215652 319.666986 50.944157 5.621936 -2.150962 5.257405
302.401524 323.914032 50.853882 5.637733 -2.241240 4.959138
302.469902 327.778587 50.762909 5.644980 -2.332212 4.689793
302.861118 315.853872 50.826141 5.671802 -2.268979 5.547703
302.486954 320.103922 50.714012 5.647439 -2.381108 5.251943
302.671738 324.778805 50.609653 5.663410 -2.485467 4.925894
302.549763 328.806338 50.501820 5.657279 -2.593300 4.648385
303.738327 314.673457 50.623775 5.740196 -2.471345 5.654998
303.510017 319.907084 50.494793 5.726724 -2.600325 5.291228
303.568649 323.202868 50.414856 5.732830 -2.680263 5.062986
303.493347 326.841788 50.339077 5.729193 -2.756042 4.810309
305.876446 306.043725 50.893753 5.889377 -2.201366 6.253627
308.633957 309.163384 50.599884 6.094635 -2.495236 6.055847
310.093880 312.172508 50.398712 6.203012 -2.696409 5.859071
311.732960 314.637265 50.201397 6.323354 -2.893722 5.702652
336.762238 294.780693 53.358158 8.193954 0.263038 6.879649
338.117790 332.740417 49.705837 8.202749 -3.389283 4.470016
331.468353 386.428428 51.037643 7.752404 -2.057478 0.379128
334.645081 399.714832 49.747730 7.957035 -3.347390 -0.295284
340.148315 401.442447 48.818043 8.321379 -4.277078 -0.203647
312.481461 296.215453 53.220695 6.344604 0.125575 6.781323
321.382866 332.552919 49.440811 7.013906 -3.654309 4.518372
318.357277 386.667380 50.741821 6.797157 -2.353299 0.423689
317.963219 399.159272 49.441402 6.772376 -3.653717 -0.186151
315.019569 400.839686 48.450016 6.571518 -4.645102 -0.077048
