# u v d x y z 
315.251007 182.268648 51.221100 6.568737 -1.874019 15.279736
315.542049 168.299818 51.171814 6.590348 -1.923305 16.296827
315.230389 154.751472 51.226627 6.567191 -1.868493 17.293922
314.835663 142.172499 51.235661 6.538238 -1.859460 18.215725
315.183830 119.728832 51.733543 6.560296 -1.361576 19.944008
315.252628 107.808323 51.672527 6.565794 -1.422595 20.813469
311.504021 95.005016 50.882511 6.298668 -2.212610 21.594944
320.480804 95.285969 50.882393 6.951184 -2.212728 21.574495
315.474262 84.428186 51.615734 6.582522 -1.479385 22.526720
321.447754 126.496096 51.563660 7.022879 -1.531461 19.416325
335.993347 126.953087 51.716843 8.097843 -1.378279 19.407400
338.946190 161.274719 51.869251 8.320127 -1.225870 16.888817
337.327080 180.988455 49.653244 8.145301 -3.441877 15.241237
334.811821 180.161247 49.315681 7.959742 -3.779437 15.271058
332.137222 180.383492 48.977768 7.765454 -4.117351 15.226621
330.667686 181.233330 48.715958 7.658645 -4.379162 15.145180
329.204102 181.175623 48.477287 7.553649 -4.617833 15.129139
337.061920 184.796534 48.784161 8.105309 -4.310958 14.902580
337.379227 188.021765 48.494957 8.120243 -4.600164 14.656334
337.366791 190.129995 48.319153 8.115018 -4.775967 14.497752
337.459602 192.738504 48.137875 8.116903 -4.957246 14.305455
338.307457 187.752771 48.891979 8.194932 -4.203140 14.704601
338.662491 190.524788 48.621941 8.212530 -4.473179 14.491902
338.422165 193.444548 48.397305 8.189925 -4.697815 14.274157
338.678322 196.133823 48.170628 8.201586 -4.924494 14.074017
338.827438 189.591866 49.040485 8.235244 -4.054636 14.586843
339.232330 192.294588 48.830029 8.257828 -4.265093 14.383154
338.927002 195.368500 48.594650 8.230165 -4.500471 14.153719
339.058990 197.809525 48.403538 8.234123 -4.691584 13.972741
338.641090 191.167173 49.243874 8.227606 -3.851248 14.490668
338.903580 194.186525 49.008881 8.239724 -4.086239 14.262882
338.556938 196.240797 48.863182 8.211595 -4.231938 14.109949
338.861122 198.275614 48.716061 8.228864 -4.379060 13.959141
308.640881 127.126637 51.644306 6.078187 -1.450813 19.382881
294.613743 128.390636 51.976639 5.031246 -1.118483 19.342615
294.757347 162.516546 51.871391 5.045704 -1.223729 16.797035
301.411781 172.632036 49.366966 5.605315 -3.728152 15.806432
302.741165 180.002632 48.767086 5.713860 -4.328034 15.235211
303.307304 181.605206 48.521385 5.759160 -4.573733 15.103067
303.845406 182.743750 48.345467 5.800519 -4.749655 15.009759
303.945141 184.123735 48.150150 5.811887 -4.944968 14.898860
302.760296 177.727661 48.606705 5.719142 -4.488415 15.379436
302.911682 179.186296 48.361324 5.735644 -4.733796 15.256831
303.804855 180.771446 48.087242 5.803693 -5.007879 15.124126
304.529724 182.109976 47.832241 5.859124 -5.262878 15.011086
303.212986 175.269556 48.502480 5.753076 -4.592640 15.540483
303.549232 176.559677 48.208763 5.783277 -4.886357 15.424472
304.521084 178.216467 47.905155 5.856921 -5.189965 15.283572
305.094032 179.424391 47.630707 5.901976 -5.464415 15.177156
304.217548 171.974688 48.457745 5.823690 -4.637375 15.764435
304.866467 173.641834 48.105270 5.876231 -4.989848 15.615612
305.487614 174.709167 47.887287 5.923437 -5.207832 15.521932
306.015873 176.054049 47.652626 5.964262 -5.442494 15.408491
304.895878 169.926853 49.098076 5.856830 -3.997045 15.970298
308.517170 168.183060 48.794384 6.115810 -4.300736 16.061449
310.687237 167.508774 48.536327 6.270510 -4.558794 16.081728
312.964687 166.522808 48.312233 6.430676 -4.782886 16.126570
328.020973 192.167501 51.395897 7.505157 -1.699223 14.567349
325.955124 251.730895 51.263592 7.352351 -1.831527 10.196262
322.236938 301.009798 53.333050 7.086666 0.237931 6.407019
325.232773 319.747939 52.861252 7.311393 -0.233866 5.033108
331.300964 328.472428 52.169033 7.758464 -0.926088 4.461757
302.900295 191.668110 51.566269 5.656567 -1.528853 14.615781
303.279724 252.145972 51.460400 5.687046 -1.634719 10.162450
309.689236 301.500320 53.426338 6.129283 0.331217 6.361449
305.387230 319.165149 52.869122 5.812572 -0.225997 5.076228
297.744312 327.258511 52.200451 5.256583 -0.894668 4.548311
