# u v d x y z 
316.686287 298.001475 43.376511 7.121581 -0.707370 7.461212
317.178707 281.746430 43.595772 7.091950 -0.926631 8.455403
316.342506 268.920450 44.226276 7.147324 -1.557134 9.228151
315.659981 257.809711 44.840572 7.194254 -2.171431 9.914503
314.478569 231.792240 45.492958 7.275080 -2.823817 11.588778
313.860703 220.845537 45.975307 7.319465 -3.306166 12.313404
317.910042 207.083387 46.581188 7.055318 -3.912045 13.245779
308.132420 207.671928 46.609413 7.706443 -3.940272 13.207918
312.693195 194.859324 45.686111 7.393126 -3.016969 14.001503
307.581520 239.874659 45.274128 7.719436 -2.604988 11.063463
291.006107 238.652000 45.070030 8.783035 -2.400888 11.142150
271.178684 272.183232 44.483944 10.018764 -1.814802 9.010161
278.115597 303.262939 46.215561 9.681544 -3.546418 6.878597
283.011093 304.990454 46.399391 9.368047 -3.730250 6.747475
287.486420 307.767520 46.573372 9.079480 -3.904230 6.546554
290.134277 310.295749 46.728481 8.909927 -4.059340 6.362766
292.994003 311.840172 46.869980 8.724485 -4.200840 6.245146
283.051510 310.843263 46.896255 9.391593 -4.227113 6.309237
283.490868 314.958186 47.128376 9.374266 -4.459233 6.008704
283.856907 317.641053 47.261063 9.356472 -4.591921 5.813359
283.968143 320.736337 47.399734 9.356100 -4.730595 5.588385
279.951534 312.690353 46.840290 9.596073 -4.171147 6.191304
280.447235 316.276217 47.060265 9.575333 -4.391122 5.927387
281.004868 319.996777 47.220058 9.546745 -4.550918 5.658997
281.309986 323.264279 47.401451 9.536189 -4.732310 5.417003
277.597351 313.611259 46.729355 9.746883 -4.060214 6.141347
277.650166 316.875286 46.902847 9.753854 -4.233707 5.904400
278.281898 320.824213 47.068035 9.721370 -4.398892 5.620733
278.534927 323.785815 47.216885 9.713173 -4.547742 5.403779
275.477943 314.352608 46.548046 9.876835 -3.878905 6.111116
275.688782 318.087029 46.734627 9.874626 -4.065485 5.841974
276.137104 320.752802 46.830105 9.850677 -4.160964 5.652982
276.106987 323.119226 46.951576 9.860309 -4.282436 5.480245
322.241783 239.425020 45.258003 6.771302 -2.588863 11.092532
338.783112 236.663990 45.045818 5.707526 -2.376675 11.270033
349.324646 266.375313 43.403591 5.097964 -0.734450 9.419952
344.529495 305.851150 44.418610 5.359720 -1.749468 6.876762
345.122833 318.988237 44.426647 5.321781 -1.757508 6.042239
345.239716 323.126006 44.503643 5.311585 -1.834501 5.770485
345.183945 326.086435 44.560654 5.313081 -1.891514 5.575260
345.663071 329.367113 44.615028 5.280588 -1.945889 5.359477
345.319099 318.832784 44.640980 5.301572 -1.971840 6.027968
345.866776 322.759538 44.721619 5.263665 -2.052477 5.768013
345.709610 327.201633 44.819984 5.270094 -2.150843 5.471964
345.673180 331.170001 44.918205 5.268823 -2.249065 5.205081
344.903221 317.999368 44.832153 5.321292 -2.163014 6.059814
345.362854 322.335048 44.952007 5.287513 -2.282865 5.768035
345.210686 327.152166 45.065197 5.293207 -2.396054 5.444601
345.378685 331.178141 45.180393 5.278216 -2.511253 5.170409
343.701172 315.932608 45.032055 5.391509 -2.362916 6.170498
344.015961 321.272235 45.170658 5.366505 -2.501516 5.810900
343.987732 324.614439 45.256737 5.365375 -2.587596 5.584824
344.122581 328.325214 45.339245 5.353814 -2.670104 5.334503
341.216583 307.241335 44.747189 5.559982 -2.078046 6.756985
338.006821 309.833350 45.047737 5.757432 -2.378598 6.561308
336.358414 312.519836 45.254902 5.858673 -2.585761 6.366960
334.523773 314.575882 45.457211 5.973085 -2.788068 6.212484
301.521664 308.223209 42.921093 8.049256 -0.251952 6.872193
302.145691 343.003621 46.406109 8.099884 -3.736967 4.226790
307.485542 409.285083 44.848206 7.718029 -2.179066 0.209455
303.658314 414.911950 46.122581 7.992986 -3.453440 -0.469486
298.168526 410.052624 47.041088 8.383351 -4.371948 -0.372443
331.607132 309.433479 43.086452 6.201797 -0.417311 6.781583
318.192196 340.453506 46.725826 7.036915 -4.056684 4.349967
319.032555 406.149652 45.209545 6.978724 -2.540404 0.324572
320.594482 411.295910 46.488815 6.876760 -3.819675 -0.320848
324.482155 406.576610 47.467957 6.612301 -4.798816 -0.240430
