# u v d x y z 
326.232567 182.376423 44.507038 6.519966 -1.837898 14.719149
325.986137 166.456919 44.555298 6.535221 -1.886155 15.736404
326.264496 150.651827 44.469048 6.518276 -1.799907 16.731398
326.623039 136.061411 44.431065 6.495858 -1.761924 17.652645
326.395073 107.395191 43.904362 6.515141 -1.235219 19.372398
326.195526 93.707428 43.958614 6.527175 -1.289472 20.242241
329.882774 84.701815 44.786659 6.283933 -2.117516 20.991482
319.693851 85.213852 44.779537 6.935827 -2.110394 20.957146
325.311813 67.045441 44.094860 6.581636 -1.425720 21.950224
319.006519 116.269369 44.075447 6.978796 -1.406306 18.846046
301.906395 116.028986 43.905064 8.051100 -1.235921 18.831007
293.755684 155.831165 44.180748 8.572661 -1.511606 16.367702
304.740372 177.331467 46.619915 7.932532 -3.950773 15.229074
309.039021 176.651344 46.874672 7.650231 -4.205532 15.297424
313.308964 177.083559 47.145981 7.366893 -4.476839 15.292868
315.905323 178.006353 47.380005 7.193393 -4.710863 15.251442
318.440151 178.012505 47.576653 7.022260 -4.907510 15.268439
309.023685 180.706959 47.500443 7.661070 -4.831302 15.078851
309.838142 183.665171 47.834721 7.610657 -5.165578 14.905016
310.511818 185.601311 48.036213 7.567352 -5.367073 14.788368
311.061172 187.975016 48.253204 7.532424 -5.584061 14.641603
306.990166 183.597050 47.474682 7.798582 -4.805541 14.880659
307.738113 186.087284 47.783489 7.753265 -5.114348 14.735553
308.807869 188.798618 48.040359 7.684348 -5.371220 14.569262
309.432011 191.152353 48.304142 7.645497 -5.635001 14.426134
305.553665 185.517454 47.377476 7.894001 -4.708333 14.742851
305.970917 187.983170 47.630096 7.870823 -4.960955 14.594739
307.158012 190.848827 47.898476 7.794974 -5.229336 14.418594
307.757492 193.018627 48.122326 7.757868 -5.453183 14.285147
304.542294 187.351141 47.210724 7.958770 -4.541581 14.606200
305.196667 190.135231 47.489277 7.920528 -4.820136 14.438274
306.075020 192.091970 47.655113 7.864237 -4.985971 14.316875
306.331577 193.901482 47.834229 7.850269 -5.165087 14.205481
334.050980 116.590061 44.010658 6.032823 -1.341517 18.814432
351.010017 116.378202 43.696022 4.980507 -1.026881 18.772186
353.346786 157.171268 44.249981 4.808249 -1.580839 16.291313
336.050186 167.638092 46.766472 5.843942 -4.097329 15.889802
332.744560 174.823236 47.460758 6.052146 -4.791617 15.474413
331.356277 176.230001 47.718884 6.142088 -5.049740 15.402548
330.243607 177.218370 47.901672 6.215262 -5.232530 15.351564
329.512177 178.375854 48.113041 6.262443 -5.443898 15.290964
332.071648 172.362471 47.574821 6.095804 -4.905678 15.652275
331.097450 173.611937 47.835667 6.157881 -5.166524 15.592096
329.315796 174.981651 48.116516 6.275894 -5.447375 15.524581
327.782784 176.084375 48.376640 6.378379 -5.707497 15.472533
331.166039 169.820137 47.625908 6.156539 -4.956765 15.830185
329.844208 170.894737 47.928276 6.242221 -5.259135 15.786922
327.905235 172.336206 48.238148 6.371480 -5.569005 15.718181
326.466103 173.302145 48.516975 6.468078 -5.847835 15.678184
329.897385 166.528931 47.597530 6.243255 -4.928388 16.051130
328.094597 167.998037 47.959751 6.361650 -5.290611 15.988495
326.785469 168.934021 48.181393 6.449196 -5.512252 15.946868
325.537109 170.102463 48.425114 6.533193 -5.755973 15.890779
331.406822 164.888248 46.931595 6.151470 -4.262455 16.091234
326.614685 163.167458 47.146915 6.470726 -4.477772 16.230238
323.552055 162.493057 47.356934 6.675937 -4.687792 16.298916
320.527611 161.538963 47.527431 6.880420 -4.858291 16.382572
311.460876 193.262100 44.307690 7.456740 -1.638547 14.013711
314.300461 262.346106 44.282604 7.276800 -1.613462 9.641724
318.676910 325.943656 42.169094 6.995946 0.500047 5.877976
315.467033 348.088431 42.580395 7.191978 0.088745 4.480432
308.537941 356.291285 43.248547 7.624409 -0.579405 3.870459
340.789070 192.588558 44.186558 5.603959 -1.517416 14.048140
340.716324 263.196044 44.072124 5.611938 -1.402985 9.594930
336.783257 326.752868 41.968369 5.910006 0.700772 5.854105
341.312447 346.829138 42.530869 5.621332 0.138271 4.564591
349.268456 353.710299 43.230450 5.108686 -0.561308 4.032861
