# u v d x y z 
328.924751 317.813315 41.244003 6.390394 1.425137 6.470596
329.574165 302.187209 41.764198 6.345016 0.904944 7.345073
330.226326 294.903173 42.693806 6.292526 -0.024666 7.706749
330.857086 289.075141 43.566353 6.240523 -0.897210 8.001036
331.121025 271.881766 45.059532 6.200374 -2.390390 9.003103
331.290054 268.303900 45.908470 6.175802 -3.239330 9.199088
334.885254 259.918785 46.892277 5.919094 -4.223136 9.721019
325.156555 260.482378 46.888996 6.570834 -4.219854 9.683360
330.259476 243.562603 46.466610 6.235209 -3.797469 10.818869
323.676033 276.748738 44.606174 6.681994 -1.937034 8.713614
306.997223 273.353491 44.544170 7.743668 -1.875031 8.932923
301.287556 262.282319 42.153172 8.043083 0.515970 9.713542
285.374889 285.617051 39.835587 8.886686 2.833555 8.459383
285.133934 292.238317 39.718365 8.894560 2.950779 8.091328
285.003090 298.587885 39.530830 8.892609 3.138310 7.746746
284.221210 302.927284 39.349003 8.927469 3.320138 7.518034
283.635139 307.282305 39.235935 8.954540 3.433206 7.284094
277.937069 296.779175 39.219200 9.272919 3.449943 7.874166
274.911213 299.615564 38.894905 9.421561 3.774238 7.742869
273.263950 301.441326 38.687241 9.499225 3.981903 7.659649
271.416969 303.127527 38.447617 9.584672 4.221525 7.588067
277.478943 293.342800 39.086945 9.290553 3.582198 8.076776
274.593964 296.033649 38.800686 9.433077 3.868455 7.949437
272.718239 298.409615 38.518780 9.518006 4.150360 7.841261
270.269222 300.642114 38.257984 9.634240 4.411156 7.741007
278.188400 290.155334 39.034958 9.247832 3.634183 8.258484
275.790005 291.946521 38.778156 9.365358 3.890985 8.177656
273.893204 294.435024 38.480949 9.450860 4.188191 8.062912
271.920433 296.278925 38.248795 9.543363 4.420348 7.980213
280.155201 286.687374 39.013981 9.136962 3.655161 8.453271
277.691097 288.776622 38.724815 9.256819 3.944326 8.356977
276.694355 290.334892 38.528973 9.299844 4.140171 8.284855
274.964714 291.541572 38.341892 9.383010 4.327250 8.232212
338.563995 276.805072 44.555550 5.734630 -1.886410 8.712686
355.430183 273.311849 44.422127 4.667837 -1.752987 8.941381
361.320953 269.061084 41.912048 4.442177 0.757092 9.315344
375.964699 291.093364 39.505695 3.757777 3.163444 8.171816
379.768333 293.179636 38.684742 3.613209 3.984399 8.116442
381.227989 295.206099 38.423618 3.555383 4.245522 8.025045
382.137947 296.740208 38.235176 3.522161 4.433963 7.956111
383.735428 298.178201 38.030018 3.453585 4.639123 7.894617
380.818138 296.924987 38.691521 3.554604 3.977621 7.908908
382.737083 298.912482 38.445538 3.470582 4.223603 7.819754
384.093323 301.498561 38.160336 3.422209 4.508803 7.702778
385.488548 304.009666 37.904865 3.370049 4.764274 7.589246
380.922089 300.274301 38.737400 3.544865 3.931740 7.719829
383.009720 303.078704 38.462856 3.454049 4.206285 7.589375
384.534874 306.036158 38.151924 3.398913 4.517217 7.456205
386.259651 308.856354 37.892250 3.329488 4.776892 7.328040
379.869118 303.723435 38.856335 3.592963 3.812804 7.518129
382.109642 307.102346 38.515301 3.498852 4.153840 7.363261
383.277817 309.290214 38.299149 3.454118 4.369994 7.264277
384.731102 311.476035 38.059872 3.396731 4.609269 7.169116
373.929253 297.754927 39.392948 3.881339 3.276192 7.805161
372.119179 304.169955 39.202965 3.997346 3.466174 7.461568
371.679344 308.680201 39.017109 4.035700 3.652030 7.227210
370.847702 313.073487 38.868801 4.092828 3.800341 6.997816
312.731628 326.141338 40.660301 7.338433 2.008841 6.051739
315.541668 345.046763 44.688675 7.200866 -2.019534 4.349071
322.167740 414.522357 43.761768 6.780721 -1.092628 0.144776
319.068413 415.558047 45.158234 6.976340 -2.489092 -0.270202
313.887024 407.945602 46.059860 7.318475 -3.390721 0.004570
344.568367 328.268752 40.721195 5.487022 1.947947 5.920487
338.496170 343.624907 44.905579 5.729697 -2.236439 4.407734
334.826431 412.491560 44.081161 5.982576 -1.412022 0.193031
336.016426 412.205243 45.476273 5.875718 -2.807130 -0.132146
340.245552 404.313455 46.401833 5.574199 -3.732692 0.163293
