# u v d x y z 
314.842663 278.897767 42.979607 7.232900 -0.310466 8.667056
314.762001 263.224840 43.346413 7.240597 -0.677271 9.617195
314.531631 252.531939 44.105835 7.260794 -1.436693 10.265740
314.415245 243.485041 44.833607 7.273935 -2.164465 10.832148
313.941479 219.875479 45.764019 7.312332 -3.094878 12.371041
313.733673 210.710592 46.371662 7.331357 -3.702520 12.995640
318.149548 199.127369 47.122501 7.040811 -4.453361 13.806815
308.502846 199.779110 47.165493 7.690912 -4.496352 13.765411
312.663212 184.872751 46.385746 7.402417 -3.716603 14.708383
306.855564 227.107143 45.475754 7.770175 -2.806611 11.892945
290.299377 225.248823 45.327972 8.839483 -2.658830 12.010559
282.701092 256.820269 43.841099 9.252278 -1.171957 10.001902
285.453606 298.078995 44.627892 9.118717 -1.958751 7.352582
289.363384 300.635390 44.869698 8.880036 -2.200557 7.168654
293.156757 304.158454 45.066967 8.644446 -2.397826 6.924747
295.289326 307.453980 45.202263 8.511926 -2.533122 6.699539
297.494144 309.675822 45.357544 8.374542 -2.688404 6.540608
287.721062 309.754143 45.106686 8.996236 -2.437545 6.560531
287.664223 315.342722 45.195076 9.003982 -2.525935 6.190899
287.818031 318.861094 45.240524 8.996140 -2.571385 5.958618
287.786198 322.861776 45.272369 8.999664 -2.603227 5.696287
285.482216 311.454048 44.927261 9.131656 -2.258121 6.469307
285.427952 316.455874 45.020550 9.139746 -2.351408 6.138092
285.823116 321.184359 45.066391 9.116569 -2.397251 5.828663
285.761604 325.649371 45.131542 9.123716 -2.462402 5.533231
284.077282 311.801376 44.751358 9.212799 -2.082215 6.465058
283.792953 316.219926 44.804104 9.233705 -2.134964 6.176835
284.266834 321.219349 44.850529 9.205744 -2.181387 5.851456
284.269257 325.174384 44.897095 9.207965 -2.227953 5.592382
283.279152 311.455450 44.534233 9.252435 -1.865091 6.509338
283.158283 316.429267 44.590050 9.263062 -1.920906 6.186807
283.587914 319.698200 44.610062 9.236735 -1.940920 5.976298
283.341751 322.904749 44.642399 9.254116 -1.973256 5.768118
321.437187 226.682796 45.429340 6.822969 -2.760198 11.919631
337.815475 223.431988 45.210804 5.765596 -2.541662 12.125432
344.520607 251.825023 43.450512 5.394195 -0.781371 10.321352
344.876595 293.954601 44.122910 5.348202 -1.453767 7.654451
346.249161 307.194443 44.011269 5.265871 -1.342126 6.830625
346.644592 311.570191 44.048550 5.239592 -1.379409 6.551696
346.787872 314.717660 44.077141 5.229481 -1.408001 6.350584
347.489662 318.158283 44.099712 5.184404 -1.430570 6.131418
346.530113 307.561855 44.221066 5.240256 -1.551924 6.787275
347.349319 311.707950 44.263248 5.186857 -1.594106 6.521033
347.495918 316.465974 44.318447 5.175418 -1.649308 6.214138
347.736511 320.743203 44.377563 5.157844 -1.708421 5.936519
346.143112 307.214870 44.415085 5.257457 -1.745944 6.790565
346.913528 311.874061 44.491592 5.205634 -1.822453 6.487083
347.092819 317.046533 44.557549 5.191685 -1.888408 6.151064
347.549858 321.410794 44.632225 5.159653 -1.963086 5.864579
344.894295 305.681348 44.629700 5.329063 -1.960561 6.867730
345.583572 311.405182 44.715214 5.281993 -2.046073 6.494075
345.787926 315.004263 44.768135 5.266989 -2.098992 6.258499
346.177483 318.964691 44.813911 5.240364 -2.144772 6.000048
341.766052 296.350965 44.433823 5.534600 -1.764680 7.478373
338.812332 299.874659 44.706131 5.714777 -2.036989 7.231408
337.392502 303.177481 44.884850 5.801013 -2.215709 7.004340
335.744820 305.841107 45.064636 5.902620 -2.395497 6.816635
299.589481 288.704996 42.487736 8.155094 0.181405 8.099121
302.863789 334.721804 45.472630 8.029426 -2.803488 4.902143
307.047310 402.387042 43.982483 7.730087 -1.313342 0.852236
304.839458 411.890059 45.146217 7.894015 -2.477076 -0.030622
300.012035 409.427369 46.087650 8.232240 -3.418509 -0.099655
330.158768 288.725810 42.542282 6.298846 0.126857 8.094061
321.845016 333.337297 45.675495 6.795854 -3.006354 4.965034
325.893250 400.378246 44.225296 6.543913 -1.556154 0.922821
325.546913 408.961909 45.400528 6.556480 -2.731388 0.096844
328.153839 406.346505 46.399494 6.375766 -3.730355 0.029080
