# u v d x y z 
331.327095 291.033325 41.274643 6.248352 1.394500 8.046240
331.373596 275.216990 41.732910 6.238166 0.936230 8.955775
331.786423 265.775156 42.577549 6.199333 0.091592 9.487581
332.219505 257.958827 43.378864 6.159002 -0.709724 9.942452
332.241402 237.570190 44.654480 6.135338 -1.985337 11.210360
332.262840 232.158451 45.450756 6.120020 -2.781615 11.564507
336.732445 223.095903 46.365131 5.807953 -3.695989 12.175015
326.892090 223.516502 46.397560 6.459420 -3.728418 12.147920
331.966248 206.776743 45.850407 6.132445 -3.181265 13.231500
324.810181 243.489518 44.263462 6.612078 -1.594320 10.834702
307.960663 240.457478 44.158844 7.675733 -1.489702 11.026498
292.445412 235.278940 41.806396 8.561895 0.862744 11.337315
270.557251 263.897166 39.916077 9.735613 2.753063 9.692670
270.618362 270.626392 39.852001 9.727609 2.817139 9.311752
270.456581 277.210007 39.714752 9.727105 2.954391 8.944234
269.457645 281.856422 39.576130 9.773770 3.093012 8.688907
268.932896 286.356912 39.502964 9.798101 3.166179 8.439306
262.220097 276.555848 39.480480 10.175067 3.188661 8.993582
258.309956 280.183969 39.216503 10.372338 3.452637 8.804108
256.075592 282.497692 39.043507 10.481717 3.625636 8.684987
253.491001 284.757686 38.839809 10.606523 3.829331 8.571957
260.817833 273.517213 39.330292 10.241458 3.338851 9.172154
257.178974 276.925449 39.101242 10.425356 3.567902 8.992742
254.466190 279.952254 38.861275 10.554423 3.807869 8.837363
251.278095 282.833147 38.647572 10.710433 4.021572 8.690504
260.891056 270.472770 39.247162 10.230324 3.421978 9.346828
257.726822 272.919588 39.035095 10.388869 3.634045 9.219615
254.935417 276.098528 38.781307 10.520941 3.887835 9.055431
252.270470 278.518510 38.587818 10.649862 4.081325 8.932007
262.257862 266.997900 39.177361 10.147933 3.491782 9.544348
258.919621 269.816251 38.936508 10.313750 3.732633 9.396871
257.306347 271.820183 38.765900 10.388206 3.903244 9.293159
254.990273 273.513851 38.610065 10.501998 4.059078 9.206825
339.815941 243.494339 44.215782 5.664560 -1.546640 10.834636
356.817856 240.155368 44.043407 4.599694 -1.374265 11.045582
370.944138 240.247278 41.596760 3.888940 1.072380 11.040663
385.658493 274.293809 39.771156 3.185792 2.897983 9.106922
391.502228 280.739851 39.045601 2.927887 3.623542 8.782911
393.340111 284.094672 38.838089 2.847112 3.831052 8.608852
394.521255 286.571674 38.687481 2.797613 3.981658 8.481441
396.427917 289.124622 38.526138 2.709851 4.143002 8.351668
391.719971 284.249196 39.122452 2.907868 3.546687 8.582304
393.942909 287.526569 38.933735 2.803564 3.735406 8.411947
395.653839 291.501231 38.709000 2.732692 3.960140 8.207413
397.323418 295.263934 38.511932 2.662135 4.157207 8.014898
390.997925 287.087731 39.221012 2.938227 3.448130 8.417030
393.306961 291.260562 39.018559 2.830052 3.650584 8.198052
395.185585 295.708423 38.775623 2.751430 3.893518 7.969459
397.113113 299.791732 38.582203 2.665963 4.086938 7.759790
388.931847 289.522147 39.380135 3.038320 3.289006 8.269373
391.486168 294.553843 39.122887 2.920892 3.546255 8.006351
392.864494 297.763667 38.957096 2.861114 3.712045 7.840635
394.592056 301.124282 38.771057 2.784795 3.898083 7.669853
382.774162 280.765615 39.744640 3.352046 2.924500 8.740765
380.414047 287.393117 39.640648 3.495024 3.028494 8.371509
379.719963 292.387033 39.525063 3.544190 3.144079 8.097356
378.564987 297.037153 39.439545 3.616561 3.229596 7.841758
315.326710 300.473471 40.755558 7.188331 1.913583 7.534457
318.033905 340.247798 44.117077 7.040154 -1.447934 4.737301
322.695847 410.617011 42.854198 6.751202 -0.185056 0.610135
320.317230 415.840816 44.165012 6.896227 -1.495872 -0.038945
315.467930 410.394616 45.111187 7.208309 -2.442045 0.074353
347.219658 300.825005 40.757172 5.331390 1.911968 7.513850
340.577545 339.356890 44.259319 5.615172 -1.590180 4.773259
338.586617 409.237454 43.061707 5.772854 -0.392565 0.644424
339.535751 413.328967 44.373989 5.677843 -1.704850 0.067790
343.673363 407.798631 45.340363 5.382872 -2.671221 0.186713
