# u v d x y z 
329.929581 313.632617 41.177277 6.332137 1.491866 6.723942
330.161819 297.997327 41.695026 6.310961 0.974114 7.600785
330.644226 290.349298 42.613850 6.268255 0.055291 7.990246
331.130867 284.190130 43.477615 6.224894 -0.808475 8.310669
330.923958 266.545472 44.944942 6.214846 -2.275803 9.350950
330.819283 262.719698 45.788769 6.208525 -3.119627 9.569204
334.496307 254.080868 46.758621 5.947918 -4.089479 10.114783
324.740295 254.662957 46.759510 6.599594 -4.090369 10.075882
329.794884 237.788544 46.308640 6.268260 -3.639499 11.201657
323.599701 271.642857 44.493526 6.687436 -1.824387 9.044068
306.845894 268.475876 44.413410 7.750840 -1.744270 9.248628
300.020714 254.522610 42.087486 8.117496 0.581656 10.182185
282.782898 273.891149 39.693836 9.026655 2.975306 9.133543
282.421455 280.333886 39.546261 9.039228 3.122881 8.776708
282.140293 286.385093 39.330395 9.043437 3.338746 8.449151
281.227436 290.422039 39.130814 9.083673 3.538330 8.236706
280.541439 294.603581 38.999107 9.114596 3.670036 8.013227
274.927216 283.958416 39.039421 9.429977 3.629721 8.603769
271.709080 286.195765 38.708729 9.586641 3.960413 8.500814
269.937439 287.634745 38.496635 9.669441 4.172506 8.435675
267.950172 288.866987 38.253868 9.760680 4.415275 8.384855
274.444389 280.255294 38.925129 9.449467 3.744013 8.816868
271.387501 282.412720 38.632523 9.599132 4.036620 8.714628
269.345055 284.259653 38.344540 9.691013 4.324602 8.630905
266.737003 285.992846 38.078972 9.813669 4.590169 8.553413
275.166378 276.958838 38.887653 9.406919 3.781487 9.002153
272.622147 278.267040 38.627731 9.530668 4.041410 8.943686
270.550919 280.195513 38.323967 9.623505 4.345176 8.854712
268.439884 281.593380 38.087860 9.721690 4.581281 8.792210
277.164822 273.446589 38.880604 9.295466 3.788538 9.197609
274.537106 274.991484 38.587193 9.422363 4.081950 9.126467
273.427601 276.180582 38.387012 9.470205 4.282129 9.071264
271.590805 277.026300 38.198128 9.557871 4.471014 9.034878
338.528328 271.522079 44.454109 5.739585 -1.784967 9.053520
355.407219 267.848368 44.327435 4.674082 -1.658294 9.291862
362.771721 259.615388 41.869198 4.357930 0.799944 9.882099
378.456459 280.819030 39.471558 3.620002 3.197583 8.753656
382.958374 282.434664 38.656952 3.439413 4.012187 8.711936
384.701614 284.298034 38.397781 3.367099 4.271359 8.625434
385.821648 285.719805 38.210369 3.323285 4.458771 8.559685
387.636528 287.007923 38.007786 3.243792 4.661354 8.502975
384.155426 286.137872 38.664585 3.372607 4.004554 8.506926
386.341896 287.947783 38.421650 3.274862 4.247489 8.423595
388.027382 290.364361 38.137833 3.209930 4.531307 8.311375
389.727631 292.714219 37.883904 3.142591 4.785238 8.202471
384.364052 289.501176 38.709389 3.356965 3.959753 8.317985
386.774902 292.109885 38.437885 3.249547 4.231256 8.193937
388.664551 294.880514 38.128517 3.176130 4.540625 8.066053
390.709114 297.523084 37.870995 3.090777 4.798147 7.943276
383.368874 293.043194 38.824669 3.401562 3.844472 8.113379
386.007309 296.195083 38.486687 3.287094 4.182456 7.965696
387.433167 298.248882 38.271835 3.229397 4.397304 7.870655
389.163094 300.277762 38.034447 3.158270 4.634696 7.780169
376.794128 287.532005 39.350952 3.723523 3.318187 8.383314
375.404396 293.962169 39.153675 3.817261 3.515465 8.037046
375.297699 298.427582 38.964596 3.838165 3.704545 7.803061
374.767952 302.807679 38.812283 3.879571 3.856859 7.572915
313.978996 322.323232 40.586590 7.265344 2.082550 6.282187
316.601238 343.672614 44.560555 7.132600 -1.891414 4.455772
323.425751 413.312838 43.620068 6.702769 -0.950926 0.255475
320.263023 415.097115 45.003166 6.899332 -2.334024 -0.201677
314.963722 407.890320 45.911259 7.246559 -3.242120 0.043849
345.892982 323.707695 40.664223 5.412074 2.004918 6.192631
339.660606 341.579790 44.800816 5.657941 -2.131675 4.554132
336.973114 410.640914 43.951134 5.850544 -1.281992 0.341269
337.763939 411.116195 45.336937 5.765723 -2.667797 -0.027334
341.703987 403.597734 46.276382 5.481411 -3.607241 0.240055
