# u v d x y z 
317.923717 251.854463 43.470631 7.045180 -0.801489 10.319184
317.261124 235.872545 43.689720 7.087186 -1.020577 11.312968
316.928043 222.284060 44.195717 7.110195 -1.526575 12.173883
316.690674 210.380487 44.698769 7.127560 -2.029626 12.946722
316.285686 183.777838 45.167374 7.155908 -2.498233 14.683082
316.005287 172.576933 45.587814 7.176400 -2.918672 15.446315
320.699387 161.329079 46.327412 6.869956 -3.658271 16.261957
310.852165 161.585627 46.355671 7.522034 -3.686527 16.248144
315.996590 146.205111 45.562546 7.176821 -2.893402 17.160404
309.108467 191.841803 45.004208 7.616478 -2.335067 14.151531
292.483425 190.207500 44.788136 8.676836 -2.118993 14.241232
283.313770 221.053047 43.337780 9.187527 -0.668636 12.228383
270.869999 261.945705 44.021492 10.005921 -1.352349 9.675239
272.688370 265.412993 44.318165 9.911619 -1.649024 9.446419
274.360828 269.791031 44.569221 9.822103 -1.900080 9.158553
274.831543 273.527927 44.730049 9.802509 -2.060909 8.912920
275.566502 276.228862 44.913998 9.767221 -2.244855 8.730810
267.511997 273.890905 44.482815 10.251690 -1.813672 8.901696
265.517044 279.342098 44.549660 10.383666 -1.880516 8.551533
264.490910 282.824407 44.586040 10.451858 -1.916901 8.327684
263.223286 286.736884 44.604774 10.534117 -1.935632 8.077231
265.802116 275.015001 44.266647 10.343612 -1.597504 8.841076
263.938541 279.896021 44.339554 10.467299 -1.670413 8.528255
262.809753 284.628396 44.378036 10.541944 -1.708893 8.226042
261.222534 288.990111 44.425945 10.646591 -1.756804 7.946168
265.239391 275.023055 44.074184 10.364141 -1.405044 8.850196
263.510399 279.280787 44.106319 10.475596 -1.437177 8.580313
262.377625 284.300566 44.146210 10.550256 -1.477068 8.261497
261.077538 288.180470 44.179455 10.635045 -1.510313 8.014519
265.654793 274.508200 43.857460 10.321160 -1.188320 8.893297
263.913307 279.351239 43.894352 10.433226 -1.225209 8.587790
263.337002 282.664089 43.913212 10.470891 -1.244071 8.378904
262.071552 285.748358 43.930241 10.551685 -1.261099 8.184305
323.864288 191.866922 44.989258 6.667882 -2.320116 14.148888
340.601730 189.745531 44.763962 5.598793 -2.094822 14.269056
349.156342 220.303688 43.257137 5.114499 -0.587996 12.272509
356.024513 261.966591 44.029873 4.650307 -1.360732 9.673662
359.005432 274.924507 43.946468 4.467455 -1.277326 8.862773
359.968719 279.207144 43.993256 4.404308 -1.324114 8.591286
360.521851 282.303915 44.029076 4.367472 -1.359934 8.394497
361.664124 285.620899 44.058079 4.293898 -1.388937 8.183972
359.435158 275.243611 44.156487 4.428644 -1.487344 8.832166
360.793266 279.245939 44.206516 4.340060 -1.537377 8.576891
361.565170 283.935127 44.272900 4.287369 -1.603760 8.276592
362.371559 288.134580 44.341805 4.232197 -1.672664 8.006251
359.101677 274.938955 44.350796 4.438828 -1.681654 8.841685
360.492401 279.453793 44.436592 4.345750 -1.767451 8.550797
361.353989 284.548330 44.514717 4.286439 -1.845578 8.222420
362.393761 288.806005 44.598885 4.215221 -1.929742 7.945795
357.770309 273.565335 44.565163 4.511614 -1.896021 8.918436
359.218750 279.144258 44.662842 4.413926 -1.993699 8.557795
359.900856 282.679067 44.724060 4.366916 -2.054918 8.328526
360.808830 286.547484 44.778530 4.305729 -2.109389 8.077746
353.384933 264.717937 44.354992 4.800829 -1.685852 9.489123
351.024895 268.566914 44.644024 4.937561 -1.974882 9.233440
350.117035 272.007565 44.834839 4.987252 -2.165697 9.005280
348.902206 274.841924 45.025867 5.057176 -2.356728 8.814232
303.406811 262.713718 43.041370 7.936518 -0.372229 9.658744
304.621315 328.133183 44.322315 7.889983 -1.653175 5.474976
308.048840 398.008718 43.202293 7.653838 -0.533151 1.303445
305.877781 412.049654 44.162273 7.807199 -1.493131 0.200923
300.544682 412.808204 45.058102 8.168556 -2.388959 -0.068085
333.505020 261.771855 43.153973 6.083678 -0.484832 9.713154
329.260902 328.162165 44.448227 6.328198 -1.779087 5.457283
330.973549 397.525692 43.325039 6.237056 -0.655900 1.305634
330.432281 410.148668 44.330486 6.255572 -1.661346 0.279967
333.411827 410.509408 45.292843 6.048443 -2.623703 0.022706
