# u v d x y z 
318.705845 280.533071 48.896809 7.064002 -1.109960 8.224018
316.074448 266.186528 48.908325 7.052488 -1.293833 9.225730
309.659519 253.413591 48.895931 7.064882 -1.741855 10.118401
303.202133 241.895885 48.888439 7.072374 -2.192732 10.922948
298.565159 216.555405 48.874687 7.086124 -2.516161 12.692283
293.711720 205.042620 48.860878 7.099935 -2.854514 13.495426
283.464432 193.589687 49.174202 6.786609 -3.586141 14.315630
282.823639 192.846737 48.521500 7.439312 -3.596491 14.323853
294.587669 180.581703 48.918457 7.042356 -2.795462 15.207716
299.961548 224.150591 48.409386 7.551428 -2.405343 12.151443
302.542820 222.656050 47.345840 8.614971 -2.200309 12.228449
312.791634 249.133687 45.678043 10.282767 -1.489936 10.459345
287.886200 283.266606 45.779758 10.181055 -3.119790 8.225737
285.238132 285.625377 46.069748 9.891065 -3.307374 8.052572
282.781334 288.985019 46.326649 9.634165 -3.482725 7.813484
280.572033 291.952615 46.468094 9.492718 -3.636906 7.606587
278.570709 293.913260 46.633827 9.326983 -3.779568 7.463670
277.791080 292.462020 45.979279 9.981533 -3.792038 7.609407
274.345989 297.146616 45.953289 10.007524 -4.016634 7.303822
272.386513 300.191317 45.943352 10.017462 -4.144592 7.104800
270.330048 303.683667 45.912315 10.048497 -4.277363 6.878409
278.566628 294.091501 45.763340 10.197473 -3.728316 7.519061
275.283775 298.234978 45.745575 10.215239 -3.941801 7.249655
272.927094 302.431426 45.736614 10.224197 -4.095209 6.976212
270.218506 306.223984 45.712463 10.248350 -4.270466 6.730699
280.202713 294.707365 45.610474 10.350339 -3.612663 7.490746
277.600517 298.414507 45.569763 10.391047 -3.779751 7.252593
275.158958 302.866817 45.562645 10.398167 -3.938240 6.963389
272.933636 306.274009 45.540096 10.420715 -4.081569 6.743751
282.937927 295.010905 45.482574 10.478236 -3.427671 7.481018
280.143147 299.236650 45.446655 10.514156 -3.607217 7.209490
278.738403 302.206564 45.444584 10.516230 -3.698297 7.016856
276.908512 304.919043 45.410522 10.550289 -3.814997 6.843918
300.779285 224.579945 49.357571 6.603242 -2.374827 12.142639
304.688015 223.579559 50.423107 5.537706 -2.122528 12.238172
329.171066 246.760983 51.154652 4.806161 -0.349357 10.561278
315.792866 281.925888 50.815647 5.145164 -1.324971 8.011799
315.753460 293.394084 50.846287 5.114526 -1.328018 7.176942
314.720821 297.142425 50.848877 5.111937 -1.403046 6.904461
313.963146 299.844604 50.841816 5.118994 -1.458023 6.708774
313.215714 302.792416 50.868687 5.092126 -1.512570 6.492261
312.793121 293.613009 50.851246 5.109566 -1.543101 7.160661
311.686878 297.171364 50.881317 5.079496 -1.623820 6.899709
310.377560 301.273713 50.865623 5.095187 -1.718776 6.602893
309.059963 304.967880 50.857857 5.102955 -1.814397 6.335177
310.176830 293.229289 50.818375 5.142437 -1.732699 7.191035
308.539333 297.240429 50.841312 5.119498 -1.851952 6.897960
307.026978 301.725612 50.825096 5.135716 -1.961495 6.573629
305.465755 305.511074 50.829762 5.131052 -2.074948 6.298341
307.463703 291.804914 50.735149 5.225664 -1.928175 7.300600
305.580902 296.771550 50.747475 5.213337 -2.064892 6.939626
304.421902 299.908032 50.740746 5.220066 -2.148765 6.712818
303.308144 303.367567 50.744480 5.216333 -2.229587 6.461709
311.449375 283.783736 50.591812 5.369000 -1.637547 7.890931
307.463741 286.705971 50.372150 5.588662 -1.921671 7.694386
304.680157 289.534307 50.255039 5.705773 -2.119416 7.499146
301.954517 291.829977 50.125446 5.835364 -2.311757 7.343928
324.830856 290.412354 47.975838 7.984973 -0.688468 7.600250
283.496971 339.471087 47.804615 8.156196 -3.512435 4.262248
310.757828 395.946844 48.002037 7.958774 -1.653335 0.361407
292.532654 407.743127 47.774029 8.186783 -2.894168 -0.392877
278.450871 408.301656 47.429493 8.531318 -3.834779 -0.348159
322.648392 289.193358 49.826828 6.133984 -0.831044 7.553716
282.318497 337.874408 49.150333 6.810478 -3.665357 4.183130
309.775219 392.566109 49.176727 6.784083 -1.737876 0.337213
291.787548 402.337940 49.165321 6.795489 -3.001095 -0.346638
277.782497 401.085112 49.369194 6.591617 -3.997051 -0.305559
