# u v d x y z 
336.484299 255.219698 49.772457 6.188354 0.152533 9.973184
335.300713 240.944409 49.770672 6.190139 0.068337 10.988209
332.376747 227.237406 49.826633 6.134179 -0.138570 11.963810
329.114456 214.752359 49.885761 6.075050 -0.370014 12.854641
327.617607 189.610033 49.930641 6.030171 -0.476198 14.649648
322.723541 178.411617 49.929203 6.031610 -0.825295 15.448298
312.660351 168.626060 50.405136 5.555675 -1.548067 16.194805
311.001015 167.050667 49.763535 6.197276 -1.659304 16.241381
322.208595 154.784575 50.096886 5.863928 -0.861496 17.153969
327.789421 196.720705 49.448105 6.512707 -0.469312 14.112613
329.807549 194.578829 48.372845 7.587969 -0.341817 14.194145
336.838226 229.709673 47.861530 8.099282 0.131731 11.758944
306.197433 253.290467 48.609303 7.351511 -1.978035 10.132442
302.305260 252.791805 48.876938 7.083874 -2.255080 10.162180
298.469486 253.356514 49.151855 6.808958 -2.531366 10.117504
295.333405 254.456177 49.321865 6.638947 -2.757563 10.036778
292.539024 254.628568 49.485184 6.475627 -2.960861 10.021218
294.326019 257.945280 48.868877 7.091933 -2.811928 9.802549
290.250130 261.397161 48.925766 7.035046 -3.098895 9.559826
287.837334 263.616228 48.974003 6.986808 -3.269751 9.403099
285.315495 266.312556 49.016243 6.944569 -3.448279 9.212869
295.378151 260.821495 48.750942 7.209868 -2.734329 9.605261
291.550121 263.802981 48.800823 7.159990 -3.002956 9.395922
288.524208 266.854649 48.877583 7.083230 -3.217360 9.180228
285.333080 269.654388 48.922092 7.038719 -3.442385 8.982851
297.221832 262.560253 48.671337 7.289475 -2.603336 9.486732
294.184704 265.433865 48.701015 7.259797 -2.815604 9.285851
291.020336 268.652344 48.785263 7.175550 -3.039246 9.058483
288.345222 271.189857 48.828255 7.132557 -3.227627 8.879720
300.032940 264.000564 48.624062 7.336750 -2.406531 9.388207
296.691856 267.212892 48.669838 7.290974 -2.640136 9.163291
294.772015 269.359446 48.732430 7.228384 -2.775876 9.011419
292.643852 271.484642 48.751606 7.209208 -2.924782 8.862605
329.097595 198.068933 50.390232 5.570579 -0.364660 14.073809
333.623619 198.443327 51.432896 4.527918 -0.018556 14.108758
338.594933 232.543659 51.733284 4.227527 0.354693 11.606416
310.275898 256.352463 51.354858 4.605954 -1.732959 9.855675
304.749889 266.317906 51.338020 4.622792 -2.138003 9.125202
302.087383 269.105015 51.312260 4.648553 -2.332612 8.921866
300.179253 271.110978 51.284801 4.676011 -2.471706 8.776043
298.069134 273.334208 51.289608 4.671205 -2.626454 8.612932
302.095165 265.127091 51.304276 4.656537 -2.331837 9.213748
299.380512 267.712455 51.305168 4.655644 -2.530825 9.024226
296.355991 270.686402 51.256592 4.704221 -2.750861 8.808386
293.492260 273.302479 51.217304 4.743509 -2.959066 8.618696
300.120945 263.573685 51.240410 4.720404 -2.474718 9.329751
296.751595 266.307778 51.225750 4.735063 -2.720870 9.130164
293.368053 269.523125 51.172565 4.788247 -2.966452 8.897109
290.212173 272.105627 51.141953 4.818861 -3.195855 8.709723
298.692627 261.070433 51.130417 4.830395 -2.575923 9.516301
294.685307 264.525375 51.098488 4.862323 -2.867477 9.265059
292.217083 266.725988 51.064556 4.896255 -3.046306 9.105714
289.602852 269.231672 51.040092 4.920720 -3.235949 8.923948
306.299648 255.961061 51.073311 4.887501 -2.019162 9.890809
302.112484 256.664586 50.796650 5.164164 -2.317597 9.846065
298.710995 257.839851 50.636005 5.324807 -2.559545 9.764874
295.643120 258.580527 50.466270 5.494544 -2.775560 9.715801
340.141945 265.330324 48.828087 7.132725 0.385430 9.288456
326.103096 325.961695 49.066410 6.894403 -0.591763 5.029883
343.574638 385.015683 49.108521 6.852292 0.634321 0.881778
326.554451 397.461877 49.001930 6.958881 -0.560729 0.032593
312.762356 398.901701 48.723682 7.237130 -1.523338 -0.005035
340.824127 264.228473 50.682255 5.278557 0.488176 9.301138
324.651070 323.924146 50.401714 5.559096 -0.684670 5.012614
340.091782 382.054346 50.246708 5.714106 0.422650 0.858554
323.260536 392.658770 50.309517 5.651295 -0.785223 0.083660
309.768810 392.368934 50.600887 5.359925 -1.759141 0.041068
