# u v d x y z 
331.184883 284.562221 48.716717 7.244095 -0.241145 7.954037
325.882149 270.922136 48.716347 7.244466 -0.610192 8.903338
314.685173 261.962328 48.686764 7.274049 -1.389219 9.527822
303.967419 254.156985 48.664295 7.296518 -2.134151 10.071158
289.983482 232.372627 48.611237 7.349576 -3.104045 11.585037
280.699139 223.900852 48.580582 7.380231 -3.747071 12.172651
270.046806 212.386208 48.853588 7.107225 -4.505835 12.982548
268.872852 212.709961 48.203426 7.757387 -4.540278 12.934606
280.307465 199.160471 48.492615 7.468198 -3.769266 13.884523
294.190140 239.126272 48.158009 7.802804 -2.795204 11.115467
296.036186 237.274647 47.091625 8.869186 -2.631695 11.238703
314.949589 269.467449 46.673519 9.287292 -1.356303 9.090572
299.160900 307.047844 46.986557 8.974255 -2.418355 6.554862
295.467224 308.841562 47.236290 8.724521 -2.675041 6.409901
292.365723 311.570535 47.485214 8.475598 -2.894159 6.200298
290.139580 314.330649 47.629604 8.331207 -3.051331 5.997730
287.745895 316.070995 47.776001 8.184812 -3.220949 5.863403
290.899105 317.614489 47.151215 8.809598 -2.979763 5.827332
288.992844 322.903032 47.161674 8.799137 -3.108630 5.469863
287.955894 326.210446 47.180828 8.779985 -3.179370 5.244672
287.061176 330.006924 47.189865 8.770946 -3.240100 4.987623
293.287487 319.570384 47.018131 8.942681 -2.813805 5.710714
291.364803 324.301600 47.026520 8.934294 -2.943294 5.391913
290.206833 328.710980 47.064579 8.896234 -3.022707 5.090865
288.760777 332.955651 47.071918 8.888892 -3.120259 4.804500
295.820274 320.120173 46.935257 9.025555 -2.640819 5.683270
294.553928 324.326520 46.928379 9.032433 -2.725478 5.402063
293.360367 328.966441 46.971966 8.988846 -2.807153 5.085459
292.249088 332.703195 46.982327 8.978486 -2.882134 4.833342
299.081783 319.926710 46.891117 9.069695 -2.420815 5.701283
297.720718 324.612036 46.896137 9.064676 -2.512148 5.386819
297.100391 327.612762 46.932446 9.028365 -2.554894 5.181242
296.269512 330.667419 46.925133 9.035678 -2.610354 4.977386
295.100822 238.767700 49.105919 6.854894 -2.766270 11.141805
298.338623 235.867081 50.167240 5.793572 -2.571975 11.351553
322.360725 261.354375 50.546734 5.414076 -0.849094 9.513367
311.227360 297.905073 50.397884 5.562928 -1.651163 6.886368
312.176247 309.404597 50.436535 5.524277 -1.583277 6.054605
311.456909 313.242788 50.446827 5.513984 -1.635234 5.776978
310.915432 316.014662 50.445400 5.515412 -1.674237 5.577373
310.441933 319.013858 50.477982 5.482830 -1.708805 5.357558
309.235668 309.844966 50.456367 5.504443 -1.795459 6.020896
308.457584 313.482571 50.494358 5.466455 -1.852170 5.754708
307.471771 317.703609 50.488007 5.472804 -1.923167 5.450929
306.452751 321.510301 50.489334 5.471478 -1.996691 5.176214
306.549397 309.674335 50.436275 5.524536 -1.988701 6.035195
305.270500 313.808699 50.470093 5.490719 -2.081558 5.733741
304.113846 318.427663 50.464478 5.496336 -2.164825 5.401343
302.873459 322.336020 50.479500 5.481313 -2.254616 5.117814
303.625546 308.493762 50.365601 5.595210 -2.197715 6.127174
302.170372 313.609300 50.390671 5.570142 -2.303055 5.756470
301.265850 316.843829 50.391842 5.568971 -2.368200 5.523498
300.445194 320.392299 50.403469 5.557342 -2.427602 5.266714
306.786556 300.219069 50.197132 5.763679 -1.967098 6.737037
302.798519 303.570428 49.999313 5.961500 -2.248219 6.514676
300.120239 306.680331 49.897865 6.062945 -2.436641 6.302207
297.442379 309.257011 49.783226 6.177588 -2.623832 6.129876
338.927040 293.498082 47.796631 8.164181 0.272797 7.402460
289.429226 333.889475 47.899147 8.061665 -3.111436 4.630750
310.602646 392.046876 48.272079 7.688734 -1.667602 0.570189
292.504368 403.781927 48.088062 7.872750 -2.908433 -0.196007
278.523788 404.628568 47.739124 8.221689 -3.848185 -0.172104
336.864243 292.003570 49.650852 6.309960 0.176617 7.366755
286.791973 330.609798 49.029495 6.931317 -3.345521 4.708855
306.977921 387.895188 49.247463 6.713347 -1.935709 0.650412
289.389172 398.077033 49.287998 6.672815 -3.174912 -0.075070
275.464306 397.134962 49.503445 6.457368 -4.169089 -0.057101
