# u v d x y z 
321.654167 252.026639 48.995804 6.965007 -0.903778 10.213565
320.674248 237.509022 48.981152 6.979660 -0.972381 11.229660
316.864300 223.756256 48.991646 6.969165 -1.239020 12.192225
312.771034 211.238937 49.003677 6.957135 -1.525625 13.068784
311.926804 185.601053 49.037388 6.923426 -1.585114 14.866189
308.033638 173.761396 49.020016 6.940796 -1.857546 15.693953
297.484951 162.791977 49.336784 6.624026 -2.606445 16.497066
297.078114 161.558561 48.684135 7.276676 -2.613748 16.510862
308.416538 149.441242 49.092876 6.867937 -1.831939 17.406487
312.589169 192.821760 48.558743 7.402071 -1.533645 14.328095
316.293507 190.666494 47.507801 8.453012 -1.271112 14.403538
328.054695 224.341536 46.803524 9.157287 -0.481004 12.102316
306.100063 257.196751 45.895042 10.065769 -1.930900 9.927864
300.743046 259.152975 45.979942 9.980868 -2.284465 9.797282
295.781250 262.168407 46.055931 9.904881 -2.613012 9.596806
292.300072 264.964328 46.063320 9.897493 -2.842346 9.412586
288.798580 266.737661 46.090446 9.870364 -3.073969 9.294856
295.610199 266.137376 45.610756 10.350058 -2.608755 9.352293
292.883396 270.896416 45.459339 10.501472 -2.780563 9.048885
291.232796 273.988853 45.378601 10.582211 -2.884438 8.851976
289.698143 277.567091 45.281998 10.678813 -2.979743 8.625196
298.433990 268.025794 45.512325 10.448487 -2.421730 9.233188
295.805988 272.225990 45.371471 10.589339 -2.587728 8.966585
293.744011 276.468501 45.279705 10.681108 -2.717936 8.696382
291.626740 280.351911 45.159439 10.801373 -2.850017 8.452115
301.283035 268.807712 45.489609 10.471205 -2.235883 9.183284
299.472408 272.580557 45.362911 10.597902 -2.349832 8.944002
297.316437 277.062106 45.270168 10.690644 -2.486542 8.658489
295.593147 280.534058 45.171455 10.789358 -2.594549 8.439669
304.670048 269.227538 45.531937 10.428875 -2.016706 9.154234
302.629108 273.497586 45.402599 10.558212 -2.146250 8.882675
301.333466 276.466913 45.352962 10.607851 -2.228962 8.692668
300.115185 279.238415 45.261089 10.699723 -2.305285 8.518252
312.525997 194.285803 49.506519 6.454295 -1.548147 14.288429
315.654716 194.880810 50.584179 5.376633 -1.333563 14.315810
326.798782 227.824116 51.038013 4.922799 -0.523849 11.943119
305.522251 258.779998 51.218090 4.742722 -2.078877 9.681250
303.089256 269.726901 51.341393 4.619420 -2.259876 8.875043
301.306896 273.077102 51.377659 4.583153 -2.391571 8.627609
300.002117 275.494881 51.394901 4.565910 -2.487830 8.449278
298.689480 278.115349 51.448120 4.512693 -2.585825 8.253983
300.196133 269.275517 51.357944 4.602867 -2.472539 8.907457
298.411617 272.402043 51.420471 4.540340 -2.605395 8.675175
296.275978 276.040850 51.442204 4.518608 -2.763010 8.406757
294.228516 279.276423 51.468597 4.492213 -2.914449 8.167498
297.725697 268.359690 51.330593 4.630218 -2.652921 8.975759
295.330086 271.807623 51.391369 4.569442 -2.830731 8.720161
292.921467 275.766578 51.416302 4.544512 -3.008528 8.428236
290.635777 279.022794 51.456696 4.504118 -3.178111 8.186810
295.332165 266.474690 51.244720 4.716090 -2.825411 9.117232
292.492237 270.792017 51.303303 4.657509 -3.035615 8.798597
290.716267 273.534665 51.325649 4.635164 -3.166712 8.596518
288.928547 276.582270 51.360939 4.599872 -3.299359 8.371216
300.720749 259.810781 51.023575 4.937239 -2.424840 9.611334
296.048527 261.936936 50.840309 5.120504 -2.759131 9.462100
292.659416 264.139881 50.754761 5.206050 -3.001938 9.305053
289.428692 265.856094 50.652134 5.308678 -3.231705 9.184406
326.622276 262.323489 48.089554 7.871256 -0.564614 9.521749
312.390003 324.290385 48.151199 7.809613 -1.543031 5.257238
327.708435 384.782524 48.302002 7.658809 -0.487655 1.064950
312.261353 399.857976 48.102528 7.858283 -1.551343 0.070253
298.771439 403.520265 47.728275 8.232535 -2.466992 -0.093985
324.559593 261.231136 49.941986 6.018826 -0.694251 9.540607
310.695000 322.457399 49.664875 6.295938 -1.679748 5.205020
325.707512 381.274452 49.639488 6.321322 -0.614819 1.037085
309.938145 394.099939 49.602711 6.358099 -1.732553 0.135680
296.139812 395.554111 49.810211 6.150600 -2.717390 -0.013474
