# u v d x y z 
309.147816 187.358093 49.232357 6.728457 -1.782814 14.757765
307.998505 172.885752 49.200970 6.759842 -1.863110 15.772623
306.873741 158.789520 49.237434 6.723378 -1.942849 16.767637
305.252399 145.872202 49.278934 6.681877 -2.057768 17.681810
309.599190 120.646248 49.258041 6.702770 -1.751450 19.454117
307.974701 108.352375 49.252605 6.708209 -1.865669 20.318199
296.938934 97.829933 49.504879 6.455935 -2.650466 21.109802
296.528645 96.502790 48.853291 7.107522 -2.657635 21.070087
307.219620 83.806200 49.185818 6.774993 -1.917578 22.030386
307.859879 127.292891 48.795227 7.165585 -1.865816 18.911884
309.730644 124.608536 47.719299 8.241514 -1.719625 18.921642
322.867622 156.933804 47.072426 8.888387 -0.826722 16.641253
298.473148 189.737091 46.848564 9.112248 -2.460276 14.419280
293.682156 191.497335 47.024670 8.936143 -2.787541 14.313675
289.245834 194.297762 47.195663 8.765147 -3.093078 14.136710
285.984459 196.938314 47.276543 8.684268 -3.316898 13.963654
282.784271 198.567724 47.368484 8.592328 -3.537920 13.859049
287.534103 198.355865 46.795475 9.165339 -3.189926 13.839296
284.428253 202.982254 46.725475 9.235338 -3.393996 13.526317
282.589607 205.975313 46.695335 9.265477 -3.515118 13.325063
280.805531 209.442015 46.651814 9.308998 -3.631691 13.091908
289.840641 200.307798 46.674709 9.286104 -3.030529 13.701960
286.858921 204.387932 46.608932 9.351881 -3.226230 13.426558
284.587135 208.490095 46.583282 9.377528 -3.376198 13.152264
282.169590 212.243557 46.527149 9.433663 -3.534046 12.900255
292.442513 201.151171 46.618557 9.342256 -2.854831 13.642610
290.274506 204.832678 46.551598 9.409214 -2.996372 13.394064
287.902546 209.168272 46.528397 9.432417 -3.153049 13.104716
285.924492 212.528000 46.484585 9.476229 -3.282396 12.879678
295.786476 201.628046 46.615376 9.345438 -2.632020 13.610677
293.383675 205.791492 46.553413 9.407400 -2.789674 13.330390
291.973972 208.665533 46.547852 9.412960 -2.883204 13.139003
290.491257 211.362305 46.498039 9.462773 -2.979701 12.957638
309.356995 129.800034 49.739304 6.221509 -1.775810 18.885742
314.284439 132.145071 50.784019 5.176793 -1.434214 18.880081
326.035843 165.403547 51.095776 4.865038 -0.578978 16.500448
299.915886 192.343225 50.909073 5.051738 -2.480221 14.521304
295.562878 202.980909 50.931049 5.029764 -2.797571 13.748816
293.198166 206.062202 50.929214 5.031599 -2.969554 13.524538
291.483784 208.263788 50.918957 5.041855 -3.093867 13.363893
289.675522 210.753880 50.942413 5.018400 -3.226419 13.183741
292.738781 202.076941 50.931194 5.029617 -3.003055 13.814595
290.368023 205.001335 50.956829 5.003984 -3.176632 13.603102
287.619038 208.275805 50.936039 5.024775 -3.375785 13.363793
285.012722 211.183577 50.923450 5.037360 -3.564806 13.151689
290.471268 200.681362 50.894550 5.066260 -3.166490 13.914078
287.440300 203.812551 50.911892 5.048919 -3.387667 13.687317
284.358940 207.363939 50.889977 5.070836 -3.610663 13.427998
281.488018 210.285645 50.889359 5.071454 -3.819345 13.215564
288.521061 198.201599 50.808254 5.152558 -3.304403 14.089220
284.906712 202.106123 50.813911 5.146901 -3.567026 13.806125
282.656231 204.559107 50.803040 5.157773 -3.729812 13.627507
280.322418 207.346115 50.802441 5.158370 -3.899156 13.425211
295.270691 192.044477 50.677307 5.283504 -2.809866 14.527154
290.554790 192.868309 50.449551 5.511261 -3.141698 14.452176
286.952839 194.232645 50.326195 5.634617 -3.395471 14.345782
283.608227 195.103970 50.190891 5.769922 -3.628896 14.274461
311.614208 196.729774 48.301121 7.659690 -1.598192 14.041072
302.855854 259.430995 48.452019 7.508793 -2.206228 9.710400
328.387184 316.238065 48.576767 7.384045 -0.437527 5.764788
320.390625 336.006088 48.466183 7.494628 -0.992513 4.408146
309.232445 344.703641 48.132160 7.828650 -1.759939 3.855911
314.599857 197.301235 50.146801 5.814012 -1.406416 14.114223
304.309483 258.600297 50.201309 5.759502 -2.144824 9.721416
326.973114 314.454389 49.879955 6.080856 -0.522676 5.749955
317.131386 331.160345 50.143482 5.817329 -1.225048 4.525219
306.667595 336.619663 50.641018 5.319793 -1.984083 4.065475
