# u v d x y z 
355.188370 289.161115 49.680229 6.280581 1.477821 7.566307
348.244743 276.582527 49.702225 6.258588 0.985907 8.457882
335.854797 269.895773 49.746307 6.214504 0.107179 8.930780
324.167747 264.258456 49.791164 6.169648 -0.723107 9.329848
305.129166 247.623153 49.814606 6.146208 -2.077823 10.512866
293.654861 243.361573 49.828194 6.132619 -2.894889 10.816071
280.634480 235.371122 50.127960 5.832852 -3.838578 11.386839
279.791775 235.717192 49.476162 6.484652 -3.861486 11.358068
287.028790 220.198746 49.808979 6.151834 -3.365649 12.464329
310.882397 252.639499 49.337971 6.622843 -1.662194 10.164490
312.055759 250.002465 48.275101 7.685711 -1.567429 10.365543
346.266556 240.268607 47.549732 8.411079 0.764680 11.037111
380.199242 259.039936 46.444332 9.516480 2.974602 9.792076
382.130699 264.533200 46.444427 9.516386 3.102762 9.427600
385.121536 269.636707 46.442402 9.518410 3.301013 9.089072
387.948189 273.072467 46.397030 9.563784 3.484147 8.863266
389.745941 276.598077 46.369698 9.591114 3.600582 8.631012
389.518852 268.274646 46.013062 9.947750 3.550119 9.196781
394.445992 270.423031 45.828064 10.132750 3.854321 9.063602
397.630806 271.763463 45.726833 10.233979 4.051599 8.980439
401.314430 272.937098 45.612484 10.348329 4.278945 8.909153
391.436691 265.195870 45.962704 9.998109 3.671046 9.400971
395.794258 267.275519 45.789009 10.171803 3.938362 9.271188
400.136223 268.980017 45.671497 10.289315 4.208928 9.164557
404.158821 270.634232 45.525620 10.435191 4.453845 9.063011
392.177505 262.358150 45.985008 9.975805 3.721989 9.586586
396.076698 263.688240 45.837120 10.123691 3.962066 9.504213
400.653038 265.477810 45.717262 10.243548 4.247922 9.391392
404.231834 266.819930 45.597790 10.363023 4.467278 9.308315
392.480659 259.232569 46.078201 9.882609 3.751554 9.789354
396.874199 260.777321 45.924358 10.036455 4.023866 9.692236
399.887428 261.874294 45.858284 10.102528 4.214013 9.622333
402.749825 262.745075 45.752548 10.208264 4.389033 9.568722
311.682854 252.395639 50.285610 5.675201 -1.617034 10.164897
313.977890 249.157248 51.351482 4.609330 -1.461337 10.383589
347.139435 244.281750 51.932587 4.028224 0.993900 10.737698
375.459862 265.044107 52.619278 3.341534 3.149380 9.172782
385.569077 267.385068 52.849503 3.111308 3.930861 8.987804
388.617897 269.100823 52.925636 3.035175 4.168506 8.855101
390.833931 270.368214 52.971832 2.988979 4.340731 8.757273
393.163109 271.593089 53.055702 2.905111 4.525753 8.660796
384.990692 270.140247 52.881840 3.078971 3.890193 8.778399
387.769318 271.814432 52.982338 2.978473 4.109836 8.647353
391.105843 273.889990 53.048870 2.911942 4.369132 8.487036
394.046974 275.865068 53.116135 2.844678 4.599140 8.333910
384.080391 272.543664 52.863689 3.097121 3.819764 8.597675
387.145424 274.810410 52.969257 2.991556 4.061359 8.421242
390.768471 277.144790 53.043484 2.917327 4.343021 8.240660
393.688889 279.325275 53.126518 2.834294 4.573061 8.070765
382.375069 274.942875 52.778614 3.182198 3.683397 8.420734
386.257095 277.649446 52.892155 3.068656 3.986843 8.210557
388.752403 279.360495 52.949314 3.011499 4.181003 8.078056
391.506310 281.066179 53.022057 2.938754 4.396743 7.944767
376.692085 269.977183 52.466747 3.494063 3.229653 8.808493
378.952370 274.778423 52.333279 3.627534 3.387828 8.455259
381.116638 278.195329 52.288910 3.671901 3.545760 8.202226
382.857780 281.473603 52.222309 3.738503 3.669839 7.961290
363.728027 296.928062 48.736599 7.224211 2.024949 7.091815
311.950245 332.159715 48.887375 7.073439 -1.581747 4.619005
328.973846 390.588841 49.194260 6.766552 -0.388901 0.472349
310.000057 399.680021 49.025719 6.935091 -1.719923 -0.128110
296.467133 398.596058 48.701099 7.259714 -2.656811 0.021355
361.856079 295.606556 50.592728 5.368084 2.005602 7.036376
309.575958 328.627338 50.338799 5.622013 -1.769179 4.681938
325.070724 386.920731 50.142765 5.818047 -0.656331 0.531055
306.353912 393.750272 50.219570 5.741242 -1.998561 0.024969
293.099194 390.543272 50.504662 5.456152 -2.960440 0.193735
